pc,year,state,party,name,sex,age,category,votes,electors,rank,color,polled_votes
SONEPAT,1999,HARYANA,BJP,KISHAN SINGH SANGWAN,M,,,457056,1057175,1,#FB7B0D,654509
HAMIRPUR,1999,HIMACHAL PRADESH,BJP,SURESH CHANDEL,M,,,336172,937500,1,#FB7B0D,555440
KANGRA,1999,HIMACHAL PRADESH,BJP,SHANTA KUMAR,M,,,325066,935090,1,#FB7B0D,552860
MANDI,1999,HIMACHAL PRADESH,BJP,MAHESHWAR SINGH,M,,,325929,968826,1,#FB7B0D,525240
SIMLA,1999,HIMACHAL PRADESH,HVC,LT. COL. DHANI RAM SHANDIL,M,,,264002,945063,1,#999,500164
ANANTNAG,1999,JAMMU & KASHMIR,JKN,ALI MOHD NAIK,M,,,38745,804911,1,#999,102877
BARAMULLA,1999,JAMMU & KASHMIR,JKN,ABDUL RASHID SHAHEEN,M,,,84243,763639,1,#999,191735
JAMMU,1999,JAMMU & KASHMIR,BJP,VISHNO DATT SHARMA,M,,,289412,1446792,1,#FB7B0D,665921
LADAKH,1999,JAMMU & KASHMIR,JKN,HASSAN KHAN,M,,,52187,143719,1,#999,115860
SRINAGAR,1999,JAMMU & KASHMIR,JKN,OMER ABDULLAH,M,,,55542,854081,1,#999,96984
UDHAMPUR,1999,JAMMU & KASHMIR,BJP,PROF. CHAMAN LAL GUPTA,M,,,194678,1016952,1,#FB7B0D,397187
BAGALKOT,1999,KARNATAKA,INC,R.S. PATIL,M,,,378488,1127960,1,#019733,752964
BANGALORE NORTH,1999,KARNATAKA,INC,C.K JAFFAR SHARIEF,M,,,525523,1827941,1,#019733,1028358
BANGALORE SOUTH,1999,KARNATAKA,BJP,ANANTH KUMAR,M,,,410161,1487215,1,#FB7B0D,804342
BELGAUM,1999,KARNATAKA,INC,AMARSINH VASANTARAO PATIL,M,,,383444,1230574,1,#019733,781767
BELLARY,1999,KARNATAKA,INC,SONIA GANDHI,F,,,414650,1213055,1,#019733,802055
BIDAR,1999,KARNATAKA,BJP,RAMCHANDRA VEERAPPA,M,,,350221,1200598,1,#FB7B0D,729679
BIJAPUR,1999,KARNATAKA,BJP,BASANGOUDA RAMANGOUDA PATIL(YATNAL),M,,,348816,1182826,1,#FB7B0D,714224
CHAMARAJANAGAR,1999,KARNATAKA,JD(U),V.SREENIVASAPRASAD,M,,,311547,1101851,1,#8064a2,767545
CHIKBALLAPUR,1999,KARNATAKA,INC,R.L. JALAPPA,M,,,422587,1189272,1,#019733,818520
CHIKKODI,1999,KARNATAKA,JD(U),JIGAJINAGI RAMESHCHANDAPPA,M,,,392450,1094053,1,#8064a2,743378
CHIKMAGALUR,1999,KARNATAKA,BJP,D.C.SRIKANTAPPA,M,,,324470,1050838,1,#FB7B0D,714803
CHITRADURGA,1999,KARNATAKA,JD(U),SHASHI KUMAR,M,,,370793,1177238,1,#8064a2,831807
DAVANGERE,1999,KARNATAKA,BJP,G.MALLIKARJUNAPPA,M,,,398969,1217506,1,#FB7B0D,850078
DHARWAD NORTH,1999,KARNATAKA,BJP,VIJAY SANKESHWAR,M,,,345197,1121461,1,#FB7B0D,719939
DHARWAD SOUTH,1999,KARNATAKA,INC,PROF. I.G. SANADI,M,,,355523,1088328,1,#019733,768791
GULBARGA,1999,KARNATAKA,INC,IQBAL AHEMED SARADGI,M,,,352359,1280563,1,#019733,740243
HASSAN,1999,KARNATAKA,INC,G.PUTTA SWAMY GOWDA,M,,,398344,1217049,1,#019733,858626
KANAKAPURA,1999,KARNATAKA,INC,M.V.CHANDRASHEKARA MURTHY,M,,,532910,2110629,1,#019733,1233825
KANARA,1999,KARNATAKA,INC,ALVA MARGARET,F,,,356246,1101130,1,#019733,744534
KOLAR,1999,KARNATAKA,INC,K.H. MUNIYAPPA,M,,,321964,1145553,1,#019733,815758
KOPPAL,1999,KARNATAKA,INC,H.G.RAMULU,M,,,350599,1243426,1,#019733,760573
MANDYA,1999,KARNATAKA,INC,AMBAREESH @ AMARANATHA .M.H,M,,,418110,1099732,1,#019733,800594
MANGALORE,1999,KARNATAKA,BJP,V.DHANANJAYA KUMAR,M,,,353536,1002419,1,#FB7B0D,719583
MYSORE,1999,KARNATAKA,INC,SRIKANTADATTA NARASIMHARAJA WADIYAR,M,,,338051,1302736,1,#019733,899475
RAICHUR,1999,KARNATAKA,INC,A. VENKATESH NAIK,M,,,359946,1226104,1,#019733,686443
SHIMOGA,1999,KARNATAKA,INC,S.BANGARAPPA,M,,,427870,1133307,1,#019733,807043
TUMKUR,1999,KARNATAKA,INC,G.S.BASAVARAJ,M,,,318922,1086936,1,#019733,773846
UDUPI,1999,KARNATAKA,INC,VINAY KUMAR SORAKE,M,,,352326,1023798,1,#019733,684881
ADOOR,1999,KERALA,INC,KODIKUNNIL SURESH,M,,,337003,1007138,1,#019733,698186
ALAPPUZHA,1999,KERALA,INC,V.M. SUDHEERAN,M,,,392700,1033539,1,#019733,788776
BADAGARA,1999,KERALA,CPM,A.K. PREMAJAM,F,,,404355,1155934,1,#DE0000,857638
CALICUT,1999,KERALA,INC,K. MURALEEDHARAN,M,,,383425,1124640,1,#019733,822307
CHIRAYINKIL,1999,KERALA,CPM,VARKALA RADHAKRISHNAN,M,,,309304,1096417,1,#DE0000,685378
ERNAKULAM,1999,KERALA,INC,ADV. GEORGE EDEN,M,,,394058,1180911,1,#019733,775950
IDUKKI,1999,KERALA,KEC,K. FRANCIS GEORGE,M,,,365313,1121484,1,#999,773904
KANNUR,1999,KERALA,CPM,A.P. ABDULLAKKUTTY,M,,,428390,1121192,1,#DE0000,880180
KASARAGOD,1999,KERALA,CPM,T. GOVINDAN,M,,,423564,1199964,1,#DE0000,925384
KOLLAM,1999,KERALA,CPM,P. RAJENDRAN,M,,,351869,1088597,1,#DE0000,735557
KOTTAYAM,1999,KERALA,CPM,SURESH KURUP,M,,,344296,1018385,1,#DE0000,728325
MANJERI,1999,KERALA,MUL,E. AHAMED,M,,,437563,1217888,1,#999,810166
MAVELIKARA,1999,KERALA,INC,RAMESH CHENNITHALA,M,,,310455,936952,1,#019733,663907
MUKUNDAPURAM,1999,KERALA,INC,K. KARUNAKARAN,M,,,397156,1083445,1,#019733,785578
MUVATTUPUZHA,1999,KERALA,KEC(M),ADV. P.C. THOMAS,M,,,357402,1020153,1,#999,688264
OTTAPALAM,1999,KERALA,CPM,S. AJAYAKUMAR,M,,,359758,1103327,1,#DE0000,776652
PALAKKAD,1999,KERALA,CPM,N.N.KRISHNADAS,M,,,372536,1132416,1,#DE0000,806543
PONNANI,1999,KERALA,MUL,G.M. BANATWALLA,M,,,372572,1146335,1,#999,688923
THIRUVANANTHAPURAM,1999,KERALA,INC,ADVOCATE V.S. SIVAKUMAR,M,,,288390,1198918,1,#019733,755941
THRISSUR,1999,KERALA,INC,A.C. JOSE,M,,,343793,1071266,1,#019733,730417
LAKSHADWEEP,1999,LAKSHADWEEP,INC,P.M. SAYEED,M,,,16113,37619,1,#019733,29860
BALAGHAT,1999,MADHYA PRADESH,BJP,PRAHLADSINGH PATEL,M,,,251308,916432,1,#FB7B0D,578066
BASTAR,1999,MADHYA PRADESH,BJP,BALIRAM KASHYAP,M,,,155421,954405,1,#FB7B0D,356603
BETUL,1999,MADHYA PRADESH,BJP,"VIJAY KUMAR KHANDELWAL "" MUNNI BHAIYA""",M,,,272512,1021086,1,#FB7B0D,534072
BHIND,1999,MADHYA PRADESH,BJP,DR. RAMLAKHAN SINGH,M,,,270766,1305016,1,#FB7B0D,661420
BHOPAL,1999,MADHYA PRADESH,BJP,UMA BHARTI,F,,,537905,1578355,1,#FB7B0D,976493
BILASPUR,1999,MADHYA PRADESH,BJP,PUNNULAL MOHALE,M,,,274860,1107061,1,#FB7B0D,525808
CHHINDWARA,1999,MADHYA PRADESH,INC,KAMAL NATH,M,,,399904,1055697,1,#019733,625024
DAMOH,1999,MADHYA PRADESH,BJP,DR. RAMKRISHNA KUSMARIA,M,,,246909,1240626,1,#FB7B0D,563999
DHAR,1999,MADHYA PRADESH,INC,GAJENDRA SINGH RAJUKHEDI,M,,,355482,1157368,1,#019733,682608
DURG,1999,MADHYA PRADESH,BJP,TARA CHAND SAHU,M,,,389777,1329978,1,#FB7B0D,760714
GUNA,1999,MADHYA PRADESH,INC,MADHAVRAO SCINDIA,M,,,443965,1280953,1,#019733,679493
GWALIOR,1999,MADHYA PRADESH,BJP,JAIBHAN SINGH PAVAIYA,M,,,254486,1280141,1,#FB7B0D,616704
HOSHANGABAD,1999,MADHYA PRADESH,BJP,SUNDAR LAL PATWA,M,,,353760,1153365,1,#FB7B0D,676383
INDORE,1999,MADHYA PRADESH,BJP,SUMITRA MAHAJAN,F,,,474167,1478108,1,#FB7B0D,825794
JABALPUR,1999,MADHYA PRADESH,BJP,JAISHREE BANERJEE ( BHABHI JI),F,,,300648,1241478,1,#FB7B0D,528526
JANJGIR,1999,MADHYA PRADESH,INC,DR. CHARANDAS MAHANT,M,,,278931,1243772,1,#019733,664373
JHABUA,1999,MADHYA PRADESH,INC,KANTILAL BHURIYA,M,,,371842,1112482,1,#019733,600380
KANKER,1999,MADHYA PRADESH,BJP,SOHAN POTAI,M,,,318040,1036799,1,#FB7B0D,574090
KHAJURAHO,1999,MADHYA PRADESH,INC,SATYAVRAT CHATURVEDI ( VINOD BHAIYA ),M,,,335861,1379871,1,#019733,733841
KHANDWA,1999,MADHYA PRADESH,BJP,NANDKUMARSINGH CHOUHAN ( NANDU BHAIYA ),M,,,364161,1110180,1,#FB7B0D,620707
KHARGONE,1999,MADHYA PRADESH,INC,TARACHAND PATEL,M,,,354133,1156862,1,#019733,685899
MAHASAMUND,1999,MADHYA PRADESH,INC,SHYAMA CHARAN SHUKLA,M,,,340635,1071547,1,#019733,682047
MANDLA,1999,MADHYA PRADESH,BJP,FAGGAN SINGH KULASTE,M,,,232042,1001537,1,#FB7B0D,482338
MANDSAUR,1999,MADHYA PRADESH,BJP,DR. LAKSHAMINARAYAN PANDEY,M,,,395928,1243364,1,#FB7B0D,745366
MORENA,1999,MADHYA PRADESH,BJP,ASHOK CHHAVIRAM ARGAL,M,,,210790,1258860,1,#FB7B0D,496736
RAIGARH,1999,MADHYA PRADESH,BJP,VISHNUDEO SAI,M,,,276244,975987,1,#FB7B0D,570022
RAIPUR,1999,MADHYA PRADESH,BJP,RAMESH BAIS,M,,,354736,1177144,1,#FB7B0D,660930
RAJGARH,1999,MADHYA PRADESH,INC,LAXMAN SINGH,M,,,354234,1115072,1,#019733,664162
RAJNANDGAON,1999,MADHYA PRADESH,BJP,DR. RAMAN,M,,,304611,1016713,1,#FB7B0D,591992
REWA,1999,MADHYA PRADESH,INC,SUNDER LAL TIWARI,M,,,275115,1369793,1,#019733,739776
SAGAR,1999,MADHYA PRADESH,BJP,VIRENDRA KUMAR,M,,,293357,1122464,1,#FB7B0D,536853
SARANGARH,1999,MADHYA PRADESH,BJP,P. R. KHUTE,M,,,281769,1087904,1,#FB7B0D,674884
SARGUJA,1999,MADHYA PRADESH,INC,KHEL SAI SINGH,M,,,297778,1089910,1,#019733,580351
SATNA,1999,MADHYA PRADESH,BJP,RAMANAND SINGH,M,,,217932,1189692,1,#FB7B0D,617860
SEONI,1999,MADHYA PRADESH,BJP,RAM NARESH TRIPATHI,M,,,282891,1115422,1,#FB7B0D,586552
SHAHDOL,1999,MADHYA PRADESH,BJP,DALPAT SINGH,M,,,262229,1198264,1,#FB7B0D,583816
SHAJAPUR,1999,MADHYA PRADESH,BJP,THAVARCHAND GEHLOT,M,,,387607,1199025,1,#FB7B0D,753559
SIDHI,1999,MADHYA PRADESH,BJP,CHANDRA PRATAP SINGH ( BABA SAHAB),M,,,264981,1263213,1,#FB7B0D,606876
UJJAIN,1999,MADHYA PRADESH,BJP,DR. SATYANARAYAN JATIYA,M,,,360103,1107836,1,#FB7B0D,664097
VIDISHA,1999,MADHYA PRADESH,BJP,SHIVRAJ SINGH,M,,,360421,1171691,1,#FB7B0D,647645
AHMEDNAGAR,1999,MAHARASHTRA,BJP,DILIPKUMAR MANSUKHLAL GANDHI,M,,,278508,1147112,1,#FB7B0D,731858
AKOLA,1999,MAHARASHTRA,BBM,AMBEDKAR PRAKASH YASHWANT,M,,,272243,1145140,1,#999,671649
AMRAVATI,1999,MAHARASHTRA,SHS,GUDHE ANANT MAHADEOAPPA,M,,,319916,1124886,1,#F05A00,663733
AURANGABAD,1999,MAHARASHTRA,SHS,CHANDRAKANT KHAIRE,M,,,383144,1372209,1,#F05A00,854279
BARAMATI,1999,MAHARASHTRA,NCP,PAWAR SHARADCHANDRA GOVINDRAO,M,,,510928,1462248,1,#999,884108
BEED,1999,MAHARASHTRA,BJP,JAYSINGRAO GAIKWAD PATIL,M,,,332946,1175871,1,#FB7B0D,808082
BHANDARA,1999,MAHARASHTRA,BJP,CHUNNILALBHAU THAKUR,M,,,291355,938648,1,#FB7B0D,635954
BULDHANA,1999,MAHARASHTRA,SHS,ADSUL ANANDRAO VITHOBA,M,,,294922,1039128,1,#F05A00,705137
CHANDRAPUR,1999,MAHARASHTRA,INC,PUGLIA NARESHKUMAR CHUNNALAL,M,,,328522,1224338,1,#019733,788538
CHIMUR,1999,MAHARASHTRA,BJP,DIWATHE NAMDEO HARBAJI,M,,,300601,1013322,1,#FB7B0D,741450
DAHANU,1999,MAHARASHTRA,BJP,ADV CHINTAMAN WANAGA,M,,,240866,1434678,1,#FB7B0D,659988
DHULE,1999,MAHARASHTRA,BJP,RAMDAS RUPLA GAVIT,M,,,211904,1102845,1,#FB7B0D,586271
ERANDOL,1999,MAHARASHTRA,BJP,ANNASAHEB M K PATIL,M,,,297867,1082958,1,#FB7B0D,628895
HINGOLI,1999,MAHARASHTRA,SHS,MANE SHIVAJI GYANBARAO,M,,,297284,1033944,1,#F05A00,689137
ICHALKARANJI,1999,MAHARASHTRA,NCP,MANE NIVEDITA SAMBHAJIRAO,F,,,337657,1116659,1,#999,778613
JALGAON,1999,MAHARASHTRA,BJP,Y G MAHAJAN SIR,M,,,334020,1101166,1,#FB7B0D,701485
JALNA,1999,MAHARASHTRA,BJP,DANVE RAOSAHEB DADARAO PATIL,M,,,332620,1106131,1,#FB7B0D,726464
KARAD,1999,MAHARASHTRA,NCP,SHRINIWAS DADASAHEB PATIL (MARULKAR),M,,,350504,1034700,1,#999,733926
KHED,1999,MAHARASHTRA,NCP,ASHOK NAMDEORAO MOHOL,M,,,284476,1070409,1,#999,661353
KOLABA,1999,MAHARASHTRA,PWPI,RAMSHETH THAKUR,M,,,274361,1156456,1,#999,660244
KOLHAPUR,1999,MAHARASHTRA,NCP,MANDLIK SADASHIVRAO DADOBA,M,,,346459,1071598,1,#999,747874
KOPARGAON,1999,MAHARASHTRA,SHS,E V ALIAS BALASAHEB VIKHE PATIL,M,,,253498,952408,1,#F05A00,652938
LATUR,1999,MAHARASHTRA,INC,PATIL SHIVRAJ VISHWANATH,M,,,314213,1097040,1,#019733,753109
MALEGAON,1999,MAHARASHTRA,JD(S),MAHALE HARIBAHU SHANKAR,M,,,191643,1083181,1,#8064a2,653567
MUMBAI NORTH,1999,MAHARASHTRA,BJP,RAM NAIK,M,,,517941,2222240,1,#FB7B0D,918529
MUMBAI NORTH CENTRAL,1999,MAHARASHTRA,SHS,MANOHAR GAJANAN JOSHI,M,,,294935,1148316,1,#F05A00,528291
MUMBAI NORTH EAST,1999,MAHARASHTRA,BJP,KIRIT SOMAIYA,M,,,400436,1990340,1,#FB7B0D,929417
MUMBAI NORTH WEST,1999,MAHARASHTRA,INC,SUNIL DUTT,M,,,366669,1553015,1,#019733,700414
MUMBAI SOUTH,1999,MAHARASHTRA,BJP,JAYAWANTI MEHTA,F,,,144945,719281,1,#FB7B0D,302999
MUMBAI SOUTH CENTRAL,1999,MAHARASHTRA,SHS,MOHAN VISHNU RAWALE,M,,,176323,812576,1,#F05A00,367605
NAGPUR,1999,MAHARASHTRA,INC,VILAS MUTTEMWAR,M,,,424450,1551380,1,#019733,810365
NANDED,1999,MAHARASHTRA,INC,KHATGAONKAR BHASKARRAO BAPURAO,M,,,327293,1191427,1,#019733,732365
NANDURBAR,1999,MAHARASHTRA,INC,GAVIT MANIKRAO HODLYA,M,,,318338,1079466,1,#019733,671039
NASHIK,1999,MAHARASHTRA,SHS,DHIKALE UTTAMRAO NATHUJI,M,,,303084,1344755,1,#F05A00,728772
OSMANABAD,1999,MAHARASHTRA,SHS,KAMBLE SHIVAJI VITHALRAO,M,,,252135,936324,1,#F05A00,633187
PANDHARPUR,1999,MAHARASHTRA,IND,ATHAWALE RAMDAS BANDU,M,,,413115,1106361,1,#95b3d7,780810
PARBHANI,1999,MAHARASHTRA,SHS,JADHAV SURESH RAMRAO,M,,,254019,1055193,1,#F05A00,661632
PUNE,1999,MAHARASHTRA,BJP,PRADEEP RAWAT,M,,,304955,1435101,1,#FB7B0D,732654
RAJAPUR,1999,MAHARASHTRA,SHS,SURESH PRABHAKAR PRABHU,M,,,221523,790537,1,#F05A00,433752
RAMTEK,1999,MAHARASHTRA,SHS,SUBODH MOHITE,M,,,242454,1050833,1,#F05A00,655822
RATNAGIRI,1999,MAHARASHTRA,SHS,ANANT GANGARAM GEETE,M,,,293834,872359,1,#F05A00,534353
SANGLI,1999,MAHARASHTRA,INC,PRAKASH (BAPU) VASANTRAO PATIL,M,,,381162,1031607,1,#019733,706357
SATARA,1999,MAHARASHTRA,NCP,LAXMANRAO PANDURANG JADHAV PATIL,M,,,313325,984469,1,#999,669261
SHOLAPUR,1999,MAHARASHTRA,INC,SHINDE SUSHILKUMAR SAMBHAJIRAO,M,,,286578,1026006,1,#019733,603446
THANE,1999,MAHARASHTRA,SHS,PRAKASH PARANJPE,M,,,391446,2772750,1,#F05A00,905683
WARDHA,1999,MAHARASHTRA,INC,PRABHA RAO,F,,,249564,1079969,1,#019733,651394
WASHIM,1999,MAHARASHTRA,SHS,BHAWANA PUNDLIKRAO GAWALI,F,,,244820,1004211,1,#F05A00,639415
YAVATMAL,1999,MAHARASHTRA,INC,UTTAMRAO DEORAO PATIL,M,,,258535,1007605,1,#019733,615388
INNER MANIPUR,1999,MANIPUR,MSCP,TH. CHAOBA,M,,,153387,657928,1,#999,442686
OUTER MANIPUR,1999,MANIPUR,NCP,HOLKHOMANG,M,,,120559,714411,1,#999,450962
SHILLONG,1999,MEGHALAYA,INC,PATY RIPPLE KYNDIAH,M,,,145020,724389,1,#019733,364856
TURA,1999,MEGHALAYA,NCP,PURNO AGITOK SANGMA,M,,,182883,453861,1,#999,289474
MIZORAM,1999,MIZORAM,IND,VANLALZAWMA,M,,,171557,449406,1,#95b3d7,291786
NAGALAND,1999,NAGALAND,INC,K. ASUNGBA SANGTAM,M,,,516119,955914,1,#019733,725045
CHANDNI CHOWK,1999,NCT OF DELHI,BJP,VIJAY GOEL,M,,,74001,376654,1,#FB7B0D,204453
DELHI SADAR,1999,NCT OF DELHI,BJP,MADAN LAL KHURANA,M,,,143186,529646,1,#FB7B0D,278285
EAST DELHI,1999,NCT OF DELHI,BJP,LAL BIHARI TIWARI,M,,,521434,2393813,1,#FB7B0D,1038275
KAROL BAGH,1999,NCT OF DELHI,BJP,ANITA ARYA,F,,,128956,571657,1,#FB7B0D,258293
NEW DELHI,1999,NCT OF DELHI,BJP,JAG MOHAN,M,,,124626,543037,1,#FB7B0D,226758
OUTER DELHI,1999,NCT OF DELHI,BJP,SAHIB SINGH VERMA,M,,,709692,3103525,1,#FB7B0D,1287487
SOUTH DELHI,1999,NCT OF DELHI,BJP,VIJAY KUMAR MALHOTRA,M,,,261230,1194198,1,#FB7B0D,499937
ASKA,1999,ORISSA,BJD,NAVEEN PATNAIK,M,,,359178,1175865,1,#000000,479497
BALASORE,1999,ORISSA,BJP,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,M,,,428070,1242578,1,#FB7B0D,768769
BERHAMPORE,1999,ORISSA,BJP,ANADICHARAN SAHU,M,,,310704,1159468,1,#FB7B0D,570556
BHADRAK,1999,ORISSA,BJD,ARJUN CHARAN SETHI,M,,,397450,1195146,1,#000000,679138
BHUBANESWAR,1999,ORISSA,BJD,PRASANNA KUMAR PATASANI,M,,,414429,1318560,1,#000000,625342
BOLANGIR,1999,ORISSA,BJP,SANGEETA KUMARI SINGH DEO,F,,,404988,1051199,1,#FB7B0D,632212
CUTTACK,1999,ORISSA,BJD,BHARTRUHARI MAHTAB,M,,,407603,1215249,1,#000000,619806
DEOGARH,1999,ORISSA,BJP,DEBENDRA PRADHAN,M,,,376412,1168931,1,#FB7B0D,680720
DHENKANAL,1999,ORISSA,INC,KAMAKHYA PRASAD SINGH DEO,M,,,248824,1118853,1,#019733,604130
JAGATSINGHPUR,1999,ORISSA,BJD,TRILOCHAN KANUNGO,M,,,439888,1233063,1,#000000,758422
JAJPUR,1999,ORISSA,BJD,JAGANNATH MALLIK,M,,,351442,1171211,1,#000000,593767
KALAHANDI,1999,ORISSA,BJP,BIKRAM KESHARI DEO,M,,,371911,1060990,1,#FB7B0D,642488
KENDRAPARA,1999,ORISSA,BJD,PRABHAT KUMAR SAMANTRAY,M,,,359314,1121183,1,#000000,620436
KEONJHAR,1999,ORISSA,BJP,ANANTA NAYAK,M,,,416956,1092055,1,#FB7B0D,617995
KORAPUT,1999,ORISSA,INC,HEMA GAMANG,F,,,277555,1120784,1,#019733,551432
MAYURBHANJ,1999,ORISSA,BJP,SALKHAN MURMU,M,,,300902,964354,1,#FB7B0D,568018
NOWRANGPUR,1999,ORISSA,BJP,PARSURAM MAJHI,M,,,331863,1085575,1,#FB7B0D,653503
PHULBANI,1999,ORISSA,BJD,PADMANAVA BEHERA,M,,,357024,1126908,1,#000000,630796
PURI,1999,ORISSA,BJD,BRAJA KISHORE TRIPATHY,M,,,383060,1176817,1,#000000,660679
SAMBALPUR,1999,ORISSA,BJD,PRASANNA ACHARYA,M,,,398597,1190344,1,#000000,692437
SUNDARGARH,1999,ORISSA,BJP,JUAL ORAM,M,,,326395,1198357,1,#FB7B0D,617578
PUDUCHERRY,1999,PUDUCHERRY,INC,M O H FAROOK,M,,,165108,701990,1,#019733,444162
AMRITSAR,1999,PUNJAB,INC,RAGHUNANDAN LAL BHATIA,M,,,296533,1244316,1,#019733,589600
BHATINDA,1999,PUNJAB,CPI,BHAN SINGH BHAURA,M,,,327484,1217731,1,#DE0000,650568
FARIDKOT,1999,PUNJAB,INC,JAGMEET SINGH BRAR,M,,,418454,1224531,1,#019733,871696
FEROZEPUR,1999,PUNJAB,SAD,ZORA SINGH,M,,,300236,1214129,1,#999,750100
GURDASPUR,1999,PUNJAB,BJP,VINOD KHANNA,M,,,315267,1122008,1,#FB7B0D,670569
HOSHIARPUR,1999,PUNJAB,INC,CHARANJIT SINGH CHANNI,M,,,256211,1112971,1,#019733,580260
JALANDHAR,1999,PUNJAB,INC,BALBIR SINGH,M,,,267209,1142090,1,#019733,562889
LUDHIANA,1999,PUNJAB,INC,GURCHARAN SINGH GALIB,M,,,346928,1471530,1,#019733,666969
PATIALA,1999,PUNJAB,INC,PRENEET KAUR,F,,,360125,1310354,1,#019733,781794
PHILLAUR,1999,PUNJAB,INC,SANTOSH CHOWDHARY,F,,,263540,1144089,1,#019733,613664
ROPAR,1999,PUNJAB,INC,SHAMSHER SINGH,M,,,326651,1266744,1,#019733,711537
SANGRUR,1999,PUNJAB,SAD(M),SIMRANJIT SINGH MANN,M,,,298846,1145315,1,#999,710204
TARN TARAN,1999,PUNJAB,SAD,TARLOCHAN SINGH TUR,M,,,305899,1101496,1,#999,594675
AJMER,1999,RAJASTHAN,BJP,RASA SINGH RAWAT,M,,,332130,1106811,1,#FB7B0D,593468
ALWAR,1999,RAJASTHAN,BJP,DR. JASWANT SINGH YADAV,M,,,325556,1156697,1,#FB7B0D,614866
BANSWARA,1999,RAJASTHAN,INC,TARA CHAND BHAGORA,M,,,379775,1182232,1,#019733,643286
BARMER,1999,RAJASTHAN,INC,COL. SONARAM CHOUDHARY,M,,,424150,1418389,1,#019733,829839
BAYANA,1999,RAJASTHAN,BJP,BAHADUR SINGH,M,,,234881,1092622,1,#FB7B0D,494960
BHARATPUR,1999,RAJASTHAN,BJP,VISHVENDRA SINGH,M,,,277460,1060582,1,#FB7B0D,573657
BHILWARA,1999,RAJASTHAN,BJP,VIJAYENDRA PAL SINGH,M,,,287858,1136950,1,#FB7B0D,600245
BIKANER,1999,RAJASTHAN,INC,RAMESHWAR LAL DUDI,M,,,493638,1762589,1,#019733,935738
CHITTORGARH,1999,RAJASTHAN,BJP,SHRICHAND KRIPLANI,M,,,411275,1248906,1,#FB7B0D,808929
CHURU,1999,RAJASTHAN,BJP,RAM SINGH KASWAN,M,,,351485,1239736,1,#FB7B0D,680334
DAUSA,1999,RAJASTHAN,INC,RAJESH PILOT,M,,,372263,1261758,1,#019733,745274
GANGANAGAR,1999,RAJASTHAN,BJP,NIHAL CHAND,M,,,358104,1269075,1,#FB7B0D,665090
JAIPUR,1999,RAJASTHAN,BJP,GIRDHARI LAL BHARGAVA,M,,,456720,1753765,1,#FB7B0D,808422
JALORE,1999,RAJASTHAN,INC,BUTA SINGH,M,,,330652,1245605,1,#019733,643506
JHALAWAR,1999,RAJASTHAN,BJP,VANSUNDHARA RAJE,F,,,409574,1069430,1,#FB7B0D,677725
JHUN JHUNU,1999,RAJASTHAN,INC,SISRAM OLA,M,,,330198,1183184,1,#019733,668984
JODHPUR,1999,RAJASTHAN,BJP,JASWANT SINGH VISHNOI,M,,,368463,1403850,1,#FB7B0D,656353
KOTA,1999,RAJASTHAN,BJP,RAGHUVEER SINGH KOUSHAL,M,,,320205,1219405,1,#FB7B0D,628960
NAGAUR,1999,RAJASTHAN,INC,RAM RAGHUNATH CHOUDHARY,M,,,267914,1233531,1,#019733,704758
PALI,1999,RAJASTHAN,BJP,PUSP JAIN,M,,,316844,1080520,1,#FB7B0D,532861
SALUMBER,1999,RAJASTHAN,INC,BHERU LAL MEENA,M,,,290976,1117315,1,#019733,562458
SAWAI MADHOPUR,1999,RAJASTHAN,BJP,JASKAUR,F,,,277014,1177950,1,#FB7B0D,511512
SIKAR,1999,RAJASTHAN,BJP,SUBHASH MAHARIA,M,,,341445,1290220,1,#FB7B0D,749404
TONK,1999,RAJASTHAN,BJP,SHYAM LAL BANSIWAL,M,,,287265,1138478,1,#FB7B0D,539462
UDAIPUR,1999,RAJASTHAN,INC,GIRIJA VYAS,F,,,372645,1256888,1,#019733,700086
SIKKIM,1999,SIKKIM,SDF,BHIM PD. DAHAL,M,,,107828,255377,1,#999,205133
ARAKKONAM,1999,TAMIL NADU,DMK,"JAGATHRAKSHAKAN, S. DR.",M,,,346520,1120043,1,#800000,726113
CHENGALPATTU,1999,TAMIL NADU,PMK,"MOORTHY, A.K.",M,,,330551,1200040,1,#999,688181
CHIDAMBARAM,1999,TAMIL NADU,PMK,"PONNUSWAMY, E.",M,,,345331,1110229,1,#999,724305
COIMBATORE,1999,TAMIL NADU,BJP,"RADHAKRISHNAN, C.P.",M,,,430068,1571475,1,#FB7B0D,874020
CUDDALORE,1999,TAMIL NADU,DMK,"SANKAR, ADHI",M,,,358367,1136122,1,#800000,709744
DHARMAPURI,1999,TAMIL NADU,PMK,"ELANGOVAN, P.D.",M,,,340162,1226879,1,#999,715771
DINDIGUL,1999,TAMIL NADU,ADMK,"SREENIVAASAN, C.",M,,,294794,1194616,1,#9DBC2A,673398
GOBICHETTIPALAYAM,1999,TAMIL NADU,ADMK,"KALIAPPAN, K.K.",M,,,299184,1066362,1,#9DBC2A,626188
KARUR,1999,TAMIL NADU,ADMK,"CHINNASAMY, M.",M,,,334407,1170582,1,#9DBC2A,719705
KRISHNAGIRI,1999,TAMIL NADU,DMK,"VETRISELVAN, V.",M,,,347737,1163690,1,#800000,681212
