party,state,constituency,poll_date,name,age,gender,education,category,assets,criminal_cases,color,party_name
INC,Orissa,Cuttack,17-04-2014,aparajitamohanty,50,Female,Graduate,GEN,27791663,0,#019733,Indian National Congress
IND,Maharashtra,Thane,24-04-2014,vinoddeepchandgangwal,44,Male,Graduate Professional,GEN,27667168,1,,Independent
INC,Tamil Nadu,Dindigul,24-04-2014,chitthannsv,80,Male,Graduate,GEN,27649207,0,#019733,Indian National Congress
IND,Gujarat,Kheda,30-04-2014,roshanpriyvadanshah,39,Male,Graduate Professional,GEN,27560000,0,,Independent
INC,Uttar Pradesh,Kaiserganj,07-05-2014,mukeshsrivastavaliasgyanendrapratap,37,Male,12th,GEN,27387727,0,#019733,Indian National Congress
AAP,Haryana,Faridabad,10-04-2014,purshotam,32,Male,10th,GEN,27376208,0,,Aam Aadmi Party
IND,Uttar Pradesh,Lucknow,30-04-2014,manojsingh,42,Male,Post Graduate,GEN,27343000,1,,Independent
IND,Uttar Pradesh,Kheri,17-04-2014,ramgopalmishra,51,Male,8th,GEN,27258000,0,,Independent
IND,Kerala,Ernakulam,10-04-2014,christyfernandez,64,Male,Doctorate,GEN,27176949,0,,Independent
SHS,National Capital Territory Of Delhi,New Delhi,10-04-2014,dheerajpuri,35,Male,10th,GEN,27148834,0,#F05A00,Shivsena
CPI,Puducherry,Pondicherry,24-04-2014,rviswanathan,64,Male,10th,GEN,27140629,0,#DE0000,Communist Party of India
BJP,Uttar Pradesh,Rampur,17-04-2014,drnepalsingh,74,Male,Doctorate,GEN,27136042,0,#FB7B0D,Bharatiya Janata Party
TDP,Andhra Pradesh,Amalapuram,07-05-2014,pandularavindrababu,58,Male,Graduate Professional,GEN,27131000,0,#4bacc6,Telugu Desam
INC,Kerala,Wayanad,10-04-2014,mishanavas,62,Male,Post Graduate,GEN,27122055,0,#019733,Indian National Congress
INC,Uttar Pradesh,Firozabad,24-04-2014,atulchaturvedi,52,Male,Post Graduate,GEN,27115000,0,#019733,Indian National Congress
BJP,Uttar Pradesh,Kaushambi,07-05-2014,vinodkumar,44,Male,Graduate,GEN,27091681,0,#FB7B0D,Bharatiya Janata Party
IND,Orissa,Keonjhar,17-04-2014,basudebnaik,47,Male,10th,GEN,27042432,2,,Independent
INC,Madhya Pradesh,Dhar,24-04-2014,umangsinghar,40,Male,Graduate,GEN,27003369,0,#019733,Indian National Congress
APNA DAL,Uttar Pradesh,Mirzapur,12-05-2014,anupriyasinghpatel,33,Female,Post Graduate,GEN,26858156,2,,Apna Dal
BJP,Jammu Kashmir,Jammu,10-04-2014,jugalkishore,51,Male,10th,GEN,26824308,0,#FB7B0D,Bharatiya Janata Party
IND,Maharashtra,Yavatmal-Washim,10-04-2014,prashantpandharinathsurve,39,Male,Post Graduate,GEN,26770200,0,,Independent
INC,Rajasthan,Udaipur,17-04-2014,raghuvirsingh,55,Male,Graduate Professional,GEN,26644500,0,#019733,Indian National Congress
INC,West Bengal,Jalpaiguri,17-04-2014,sukhbilasbarma,68,Male,Doctorate,GEN,26547600,0,#019733,Indian National Congress
IND,Maharashtra,Pune,17-04-2014,khiridsimkumarbhagwan,40,Male,Post Graduate,GEN,26532579,0,,Independent
BJP,Uttar Pradesh,Kheri,17-04-2014,ajaykumar,55,Male,Graduate Professional,GEN,26505977,2,#FB7B0D,Bharatiya Janata Party
INC,Uttarakhand,Garhwal,07-05-2014,haraksinghrawat,54,Male,Doctorate,GEN,26493906,4,#019733,Indian National Congress
SP,Uttar Pradesh,Bareilly,17-04-2014,ayeshaislam,27,Female,Graduate,GEN,26491794,0,#B15928,Samajwadi Party
BJP,Uttar Pradesh,Chandauli,12-05-2014,mahendranath,57,Male,Doctorate,GEN,26489505,0,#FB7B0D,Bharatiya Janata Party
AIADMK,Puducherry,Pondicherry,24-04-2014,mvomalingam,42,Male,Others,GEN,26412176,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
INC,Maharashtra,Nagpur,10-04-2014,muttemwarvilasraobaburao,65,Male,Graduate,GEN,26382690,0,#019733,Indian National Congress
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Anantapur,07-05-2014,ananthavenkataramireddy,57,Male,Post Graduate,GEN,26301000,0,,Yuvajana Sramika Rythu Congress Party
AAP,Uttar Pradesh,Deoria,12-05-2014,aroonkumartripathi,55,Male,Graduate Professional,GEN,26282936,0,,Aam Aadmi Party
KERALA CONGRESS M,Kerala,Kottayam,10-04-2014,josekmani,49,Male,Post Graduate,GEN,26236371,0,,Kerala Congress  (M)
BJP,Madhya Pradesh,Betul,24-04-2014,jyotidhurve,47,Female,Post Graduate,GEN,26232000,2,#FB7B0D,Bharatiya Janata Party
JDS,Karnataka,Bijapur,17-04-2014,kshivram,61,Male,Post Graduate,GEN,26203570,0,#8064a2,Janata Dal  (Secular)
BJP,Uttar Pradesh,Farrukhabad,24-04-2014,mukeshrajput,45,Male,Graduate Professional,GEN,26178100,0,#FB7B0D,Bharatiya Janata Party
IND,National Capital Territory Of Delhi,South Delhi,10-04-2014,sumantkumar,51,Male,Graduate,GEN,26172006,1,,Independent
IND,Haryana,Ambala,10-04-2014,bhuraram,66,Male,Not Given,GEN,26119165,0,,Independent
INC,Assam,Tezpur,07-04-2014,bhupenkumarborah,43,Male,Post Graduate,GEN,26084515,0,#019733,Indian National Congress
AITC,Chhattisgarh,Surguja,24-04-2014,tuleshwarsingh,54,Male,Graduate,GEN,26048526,0,#0C6965,All India Trinamool Congress
JDU,Jharkhand,Godda,24-04-2014,rajvardhanazad,64,Male,Post Graduate,GEN,26048342,0,#8064a2,Janata Dal  (United)
INC,Gujarat,Jamnagar,30-04-2014,madamvikrambhaiarjanbhai,56,Male,Graduate,GEN,25946450,0,#019733,Indian National Congress
INC,Tamil Nadu,Tiruvallur,24-04-2014,jayakumarm,34,Male,Graduate Professional,GEN,25910841,0,#019733,Indian National Congress
BJP,Rajasthan,Kota,17-04-2014,ombirla,51,Male,Post Graduate,GEN,25870497,2,#FB7B0D,Bharatiya Janata Party
INC,Assam,Mangaldoi,24-04-2014,kiripchaliha,59,Male,Post Graduate,GEN,25799434,0,#019733,Indian National Congress
SP,Uttar Pradesh,Agra,24-04-2014,maharajsinghdhangar,46,Male,5th,GEN,25798815,0,#B15928,Samajwadi Party
INC,Orissa,Bargarh,10-04-2014,sanjaybhoi,40,Male,Graduate,GEN,25786368,0,#019733,Indian National Congress
BJP,Madhya Pradesh,Mandla,10-04-2014,faggansinghkulaste,54,Male,Post Graduate,GEN,25738420,2,#FB7B0D,Bharatiya Janata Party
INC,Mizoram,Mizoram,11-04-2014,clruala,78,Male,Graduate,GEN,25733421,0,#019733,Indian National Congress
INC,Tamil Nadu,Chidambaram,24-04-2014,vallalperuman,64,Male,Graduate Professional,GEN,25721400,0,#019733,Indian National Congress
BJP,Rajasthan,Churu,17-04-2014,rahulkaswan,37,Male,Graduate,GEN,25721266,0,#FB7B0D,Bharatiya Janata Party
IND,Tamil Nadu,Arakkonam,24-04-2014,gopinathan-g,55,Male,Graduate,GEN,25686000,0,,Independent
IND,Uttar Pradesh,Sant Kabir Nagar,07-05-2014,mohammadirfan,28,Male,Graduate Professional,GEN,25678455,0,,Independent
INC,Maharashtra,Bhiwandi,24-04-2014,patilvishwanathramchandra,58,Male,10th,GEN,25593787,2,#019733,Indian National Congress
INC,Uttar Pradesh,Gorakhpur,12-05-2014,astbhujaprasadtripathi,54,Male,Graduate,GEN,25560068,4,#019733,Indian National Congress
INC,Andhra Pradesh,Hyderabad,30-04-2014,skrishnareddy,51,Male,Graduate,GEN,25397000,0,#019733,Indian National Congress
INC,Rajasthan,Banswara,17-04-2014,reshammalviya,49,Female,12th,GEN,25370874,0,#019733,Indian National Congress
IND,Karnataka,Dakshina Kannada,17-04-2014,maximpinto,49,Male,10th,GEN,25265000,0,,Independent
JDS,Karnataka,Dharwad,17-04-2014,hanumantappamallappabankapur,52,Male,8th,GEN,25257819,0,#8064a2,Janata Dal  (Secular)
BJP,Bihar,Begusarai,30-04-2014,bholasingh,75,Male,Doctorate,GEN,25248102,0,#FB7B0D,Bharatiya Janata Party
BJP,Bihar,Katihar,24-04-2014,nikhilkumarchoudhary,68,Male,Graduate,GEN,25225976,0,#FB7B0D,Bharatiya Janata Party
BJD,Orissa,Jagatsinghpur,17-04-2014,kulamanisamal,65,Male,Graduate Professional,GEN,25158570,0,#000000,Biju Janata Dal
SP,Uttar Pradesh,Aonla,17-04-2014,kunwarsarvrajsingh,60,Male,Graduate Professional,GEN,25118224,0,#B15928,Samajwadi Party
IND,Bihar,Purnia,24-04-2014,navleshpathak,53,Male,Post Graduate,GEN,25060000,0,,Independent
AITC,Assam,Dibrugarh,07-04-2014,navajyotikalita,36,Male,10th,GEN,25004000,0,#0C6965,All India Trinamool Congress
SP,Uttar Pradesh,Badaun,17-04-2014,dharmandrayadav,37,Male,Post Graduate,GEN,24987715,0,#B15928,Samajwadi Party
BJP,Madhya Pradesh,Balaghat,10-04-2014,bodhsinghbhagat,57,Male,Graduate,GEN,24959436,0,#FB7B0D,Bharatiya Janata Party
IND,Tamil Nadu,Tiruchirappalli,24-04-2014,palanivelp,45,Male,Post Graduate,GEN,24953196,0,,Independent
APNA DAL,Chhattisgarh,Mahasamund,17-04-2014,patelshridharchandrakar,42,Male,Post Graduate,GEN,24903805,1,,Apna Dal
BJP,Uttar Pradesh,Bijnor,10-04-2014,kunwarbhartendra,50,Male,Post Graduate,GEN,24840646,2,#FB7B0D,Bharatiya Janata Party
RASHTRIYA LOK SAMTA PARTY,Bihar,Karakat,10-04-2014,upendrakushwaha,51,Male,Post Graduate,GEN,24829741,4,,Rashtriya Lok Samta Party
BJP,Chhattisgarh,Surguja,24-04-2014,kamalbhansingh,51,Male,Post Graduate,GEN,24773173,0,#FB7B0D,Bharatiya Janata Party
AAP,Bihar,Purnia,24-04-2014,sudeeproy,50,Male,Post Graduate,GEN,24764655,0,,Aam Aadmi Party
BJP,Jharkhand,Palamau,10-04-2014,vishnudayalram,62,Male,Graduate,GEN,24753886,0,#FB7B0D,Bharatiya Janata Party
BJP,Assam,Nowgong,24-04-2014,rajengohain,63,Male,Graduate Professional,GEN,24736544,1,#FB7B0D,Bharatiya Janata Party
SP,Uttar Pradesh,Machhlishahr,12-05-2014,tufani,53,Male,Graduate,GEN,24695404,0,#B15928,Samajwadi Party
PATTALI MAKKAL KATCHI,Puducherry,Pondicherry,24-04-2014,rkranantharaman,41,Male,Graduate Professional,GEN,24654438,3,,Pattali Makkal Katchi
AIADMK,Tamil Nadu,Perambalur,24-04-2014,rpmarutharajaa,51,Male,Post Graduate,GEN,24570213,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
IND,Uttar Pradesh,Allahabad,07-05-2014,draupadidevi,42,Female,8th,GEN,24525000,0,,Independent
JDU,Bihar,Sasaram,10-04-2014,karraparasuramaiah,59,Male,Doctorate,GEN,24500404,1,#8064a2,Janata Dal  (United)
AAP,Andhra Pradesh,Vijayawada,07-05-2014,harmohindersinghsahni,62,Male,12th,GEN,24499496,0,,Aam Aadmi Party
INC,Maharashtra,Mumbai South Central,24-04-2014,gaikwadeknathmahadeo,74,Male,10th,GEN,24441410,0,#019733,Indian National Congress
AAP,Uttar Pradesh,Hathras,24-04-2014,sunharilal,39,Male,10th,GEN,24391902,0,,Aam Aadmi Party
AAP,Gujarat,Ahmedabad East,30-04-2014,dineshbabulalvaghela,62,Male,Graduate,GEN,24387875,0,,Aam Aadmi Party
PATTALI MAKKAL KATCHI,Tamil Nadu,Chidambaram,24-04-2014,sudhamanirathinem,42,Female,Post Graduate,GEN,24370129,0,,Pattali Makkal Katchi
JDU,Jharkhand,Giridih,17-04-2014,jaleshwarmahato,65,Male,Graduate,GEN,24314128,1,#8064a2,Janata Dal  (United)
BJP,Jharkhand,Dhanbad,24-04-2014,pashupatinathsingh,65,Male,Graduate,GEN,24248150,1,#FB7B0D,Bharatiya Janata Party
SP,Uttar Pradesh,Varanasi,12-05-2014,kailashchaurasiya,55,Male,8th,GEN,24239152,8,#B15928,Samajwadi Party
BJP,Tamil Nadu,Ramanathapuram,24-04-2014,kuppuramud,57,Male,Graduate Professional,GEN,24225393,0,#FB7B0D,Bharatiya Janata Party
BJP,Orissa,Sundargarh,10-04-2014,jualoram,53,Male,Others,GEN,24202170,1,#FB7B0D,Bharatiya Janata Party
INC,Uttar Pradesh,Hamirpur,30-04-2014,preetamsingh,44,Male,Post Graduate,GEN,24162000,0,#019733,Indian National Congress
AAP,Tamil Nadu,Theni,24-04-2014,ramprakash-j,38,Male,Post Graduate,GEN,24102861,0,,Aam Aadmi Party
INC,Rajasthan,Ganganagar,17-04-2014,bhanwarlalmeghwal,66,Male,Post Graduate,GEN,24098177,0,#019733,Indian National Congress
AIADMK,Tamil Nadu,Tenkasi,24-04-2014,vasanthim,52,Female,Post Graduate,GEN,24014922,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
SP,Uttar Pradesh,Dhaurahra,30-04-2014,anandbhadauriya,36,Male,Post Graduate,GEN,23997933,3,#B15928,Samajwadi Party
INC,Gujarat,Banaskantha,30-04-2014,pateljoitabhaikasanabhai,72,Male,8th,GEN,23987116,0,#019733,Indian National Congress
INC,Assam,Dhubri,24-04-2014,wazedalichoudhury,52,Male,Graduate,GEN,23983914,0,#019733,Indian National Congress
BJP,Madhya Pradesh,Sagar,17-04-2014,laxminarayanyadav,73,Male,Post Graduate,GEN,23962099,1,#FB7B0D,Bharatiya Janata Party
SP,Bihar,Munger,17-04-2014,rambadanrai,59,Male,Post Graduate,GEN,23860981,0,#B15928,Samajwadi Party
CPI,Maharashtra,Mumbai South,24-04-2014,prakashgangaramreddy,63,Male,Graduate Professional,GEN,23829258,1,#DE0000,Communist Party of India
SP,Chhattisgarh,Raipur,24-04-2014,naveengupta,41,Male,10th,GEN,23829011,0,#B15928,Samajwadi Party
AAP,Maharashtra,Ramtek,10-04-2014,pratapgoswami,49,Male,Graduate,GEN,23772549,0,,Aam Aadmi Party
AAP,Karnataka,Hassan,17-04-2014,santhoshmohan,39,Male,Graduate Professional,GEN,23700200,0,,Aam Aadmi Party
AAP,Himachal Pradesh,Hamirpur,07-05-2014,kamalkantabatra,69,Female,10th,GEN,23643190,0,,Aam Aadmi Party
IND,Assam,Gauhati,24-04-2014,sridhirajmedhi,40,Male,10th,GEN,23640000,0,,Independent
CPI,Bihar,Banka,24-04-2014,sanjaykumar,50,Male,Post Graduate,GEN,23633247,3,#DE0000,Communist Party of India
IND,Chhattisgarh,Durg,24-04-2014,chandraprakashmandle,36,Male,Graduate Professional,GEN,23602100,3,,Independent
INC,Tamil Nadu,Perambalur,24-04-2014,rajasekaran-m-,53,Male,Graduate,GEN,23598000,4,#019733,Indian National Congress
INC,Rajasthan,Chittorgarh,17-04-2014,drgirijavyas,67,Female,Doctorate,GEN,23585480,1,#019733,Indian National Congress
AAP,Andhra Pradesh,Zahirabad,30-04-2014,drsuneelkumarvenigalla,53,Male,Graduate Professional,GEN,23467855,0,,Aam Aadmi Party
BJP,Uttar Pradesh,Ghosi,12-05-2014,harinarayanrajbhar,73,Male,Literate,GEN,23403964,0,#FB7B0D,Bharatiya Janata Party
AAP,Bihar,Valmiki Nagar,12-05-2014,dharmeshprasadverma,68,Male,12th,GEN,23394000,0,,Aam Aadmi Party
BJP,West Bengal,Darjeeling,17-04-2014,surendrajeetsinghahluwalia,63,Male,Graduate Professional,GEN,23377223,0,#FB7B0D,Bharatiya Janata Party
BJP,Uttar Pradesh,Ghazipur,12-05-2014,manojsinha,55,Male,Graduate,GEN,23376901,0,#FB7B0D,Bharatiya Janata Party
BJP,Chhattisgarh,Kanker,17-04-2014,vikramusendi,48,Male,10th,GEN,23376000,0,#FB7B0D,Bharatiya Janata Party
AAP,Haryana,Hisar,10-04-2014,dryudhbirsinghkhyalia,59,Male,Doctorate,GEN,23346340,0,,Aam Aadmi Party
AAP,Uttar Pradesh,Jaunpur,12-05-2014,drkpyadav,55,Male,Doctorate,GEN,23260000,3,,Aam Aadmi Party
AAP,National Capital Territory Of Delhi,South Delhi,10-04-2014,devinderkumarsehrawat,48,Male,Post Graduate,GEN,23237892,0,,Aam Aadmi Party
IND,Jammu Kashmir,Anantnag,24-04-2014,tanveerhussainkhan,35,Male,Graduate Professional,GEN,23200000,0,,Independent
AAP,Tamil Nadu,Cuddalore,24-04-2014,syedmohideenag,65,Male,Graduate,GEN,23090724,0,,Aam Aadmi Party
BJP,Uttar Pradesh,Kannauj,24-04-2014,subratpathak,34,Male,Graduate,GEN,23011868,0,#FB7B0D,Bharatiya Janata Party
AITC,National Capital Territory Of Delhi,Chandni Chowk,10-04-2014,hariomsharma,49,Male,10th,GEN,23010474,0,#0C6965,All India Trinamool Congress
INC,Uttar Pradesh,Lalganj,12-05-2014,balihari,63,Male,12th,GEN,22870574,0,#019733,Indian National Congress
IND,Jharkhand,Ranchi,17-04-2014,sajiyahaidar,29,Female,12th,GEN,22851217,0,,Independent
INC,Karnataka,Bellary,17-04-2014,nyhanumantappa,74,Male,Post Graduate,GEN,22848300,0,#019733,Indian National Congress
IND,Karnataka,Haveri,17-04-2014,bidaragaddivb,75,Male,Graduate,GEN,22810000,0,,Independent
AITC,Kerala,Pathanamthitta,10-04-2014,aleyammavarghese,61,Female,10th,GEN,22800000,0,#0C6965,All India Trinamool Congress
AITC,West Bengal,Uluberia,30-04-2014,sultanahmed,58,Male,Graduate,GEN,22792936,0,#0C6965,All India Trinamool Congress
INC,Gujarat,Dahod,30-04-2014,taviyaddrprabhabenkishorsinh,59,Female,Post Graduate,GEN,22778000,0,#019733,Indian National Congress
AAP,Andhra Pradesh,Secunderabad,30-04-2014,chayaratanmusinipally,61,Female,Post Graduate,GEN,22724510,0,,Aam Aadmi Party
SP,Uttar Pradesh,Jalaun,30-04-2014,ghanshyamanuragi,41,Male,Graduate Professional,GEN,22697258,1,#B15928,Samajwadi Party
INC,Rajasthan,Sikar,17-04-2014,pratapsinghjat,66,Male,Graduate Professional,GEN,22669772,0,#019733,Indian National Congress
BJP,Bihar,Purvi Champaran,12-05-2014,radhamohansingh,64,Male,Graduate,GEN,22558073,0,#FB7B0D,Bharatiya Janata Party
PATTALI MAKKAL KATCHI,Tamil Nadu,Arakkonam,24-04-2014,velu-r,73,Male,Doctorate,GEN,22414897,1,,Pattali Makkal Katchi
BJP,Karnataka,Kolar,17-04-2014,emnarayanaswamy,61,Male,Graduate,GEN,22377047,0,#FB7B0D,Bharatiya Janata Party
AAP,Andhra Pradesh,Guntur,07-05-2014,katavenkatabhavaniveeravaraprasad,44,Male,Post Graduate,GEN,22350000,0,,Aam Aadmi Party
JDU,Bihar,Purnia,24-04-2014,santoshkumar,35,Male,12th,GEN,22316594,3,#8064a2,Janata Dal  (United)
AAP,Karnataka,Shimoga,17-04-2014,kgsreedhar,49,Male,Graduate,GEN,22283800,0,,Aam Aadmi Party
SP,Maharashtra,Osmanabad,17-04-2014,advshailendrarameshwaryavalkar,30,Male,Graduate Professional,GEN,22243300,0,#B15928,Samajwadi Party
INC,Orissa,Berhampur,10-04-2014,chandrasekharsahu,63,Male,Graduate Professional,GEN,22114000,0,#019733,Indian National Congress
SP,Uttar Pradesh,Baghpat,10-04-2014,ghulammohammed,61,Male,Post Graduate,GEN,22108104,0,#B15928,Samajwadi Party
BJP,Bihar,Buxar,17-04-2014,ashwinikumarchoubey,61,Male,Graduate,GEN,22094499,0,#FB7B0D,Bharatiya Janata Party
AITC,Sikkim,Sikkim,12-04-2014,nakuldasrai,54,Male,Graduate,GEN,22091161,0,#0C6965,All India Trinamool Congress
AITC,West Bengal,Kolkata Uttar,12-05-2014,sudipbandyopadhyay,62,Male,Graduate,GEN,22086278,1,#0C6965,All India Trinamool Congress
AIADMK,Tamil Nadu,Theni,24-04-2014,parthipan-r,50,Male,Graduate,GEN,22047681,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
BJP,Assam,Autonomous District,12-04-2014,joyramengleng,54,Male,10th,GEN,22032158,0,#FB7B0D,Bharatiya Janata Party
JDS,Karnataka,Haveri,17-04-2014,ravimenasinakai,53,Male,Graduate Professional,GEN,21964323,0,#8064a2,Janata Dal  (Secular)
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Visakhapatnam,07-05-2014,vijayammayadugurisandinti,58,Female,10th,GEN,21939132,0,,Yuvajana Sramika Rythu Congress Party
INC,Kerala,Kannur,10-04-2014,ksudhakaran,65,Male,Post Graduate,GEN,21659467,2,#019733,Indian National Congress
SP,Uttar Pradesh,Hamirpur,30-04-2014,bishambharprasadnishad,51,Male,Post Graduate,GEN,21648071,3,#B15928,Samajwadi Party
LJP,Bihar,Vaishali,12-05-2014,ramakishoresingh,51,Male,Graduate,GEN,21610218,4,,Lok Jan Shakti Party
BJP,Chhattisgarh,Raigarh,24-04-2014,vishnudevsai,50,Male,10th,GEN,21576220,0,#FB7B0D,Bharatiya Janata Party
INC,Uttar Pradesh,Robertsganj,12-05-2014,bhagwatiprasadchaudhary,60,Male,Graduate Professional,GEN,21571918,1,#019733,Indian National Congress
JDU,Bihar,Samastipur,30-04-2014,maheshwarhazari,43,Male,Graduate,GEN,21464499,0,#8064a2,Janata Dal  (United)
IND,Jammu Kashmir,Baramulla,07-05-2014,abdulhussain,45,Male,Others,GEN,21441634,0,,Independent
AAP,Himachal Pradesh,Kangra,07-05-2014,rajansushant,58,Male,Post Graduate,GEN,21427036,0,,Aam Aadmi Party
INLD,Haryana,Ambala,10-04-2014,kusumsherwal,43,Female,Doctorate,GEN,21378240,0,,Indian National Lok Dal
IND,Maharashtra,Aurangabad,24-04-2014,drferozkhanmurtuzakhan,44,Male,Doctorate,GEN,21375000,0,,Independent
AAP,Uttar Pradesh,Varanasi,12-05-2014,arvindkejriwal,45,Male,Graduate Professional,GEN,21366668,7,,Aam Aadmi Party
INC,Jharkhand,Godda,24-04-2014,furkanansari,63,Male,Graduate,GEN,21332923,1,#019733,Indian National Congress
IND,Jharkhand,Dhanbad,24-04-2014,ganpatmahto,47,Male,12th,GEN,21327928,1,,Independent
SP,Uttar Pradesh,Phulpur,07-05-2014,dharmrajsinghpatel,55,Male,Post Graduate,GEN,21306885,2,#B15928,Samajwadi Party
BJP,Madhya Pradesh,Bhind,17-04-2014,bhagirathprasad,66,Male,Doctorate,GEN,21240286,0,#FB7B0D,Bharatiya Janata Party
BJP,Uttar Pradesh,Ballia,12-05-2014,bharatsingh,62,Male,Graduate,GEN,21130089,3,#FB7B0D,Bharatiya Janata Party
BJP,Uttar Pradesh,Mohanlalganj,30-04-2014,kaushalkishore,53,Male,Graduate,GEN,21128221,2,#FB7B0D,Bharatiya Janata Party
IND,Assam,Kokrajhar,24-04-2014,sansumakhunggurbwiswmuthiary,53,Male,Graduate,GEN,21117979,0,,Independent
AAP,Kerala,Alappuzha,10-04-2014,mohanand,59,Male,Post Graduate,GEN,21114000,0,,Aam Aadmi Party
INC,Chhattisgarh,Rajnandgaon,17-04-2014,kamleshwarverma,53,Male,Graduate,GEN,21111998,1,#019733,Indian National Congress
IND,Maharashtra,Buldhana,10-04-2014,chincholegangaramkaluji,71,Male,12th,GEN,21065000,0,,Independent
AAP,Bihar,Begusarai,30-04-2014,sunilkumar,56,Male,Post Graduate,GEN,21040706,0,,Aam Aadmi Party
INC,Chhattisgarh,Durg,24-04-2014,tamradwajsahu,65,Male,12th,GEN,21002226,0,#019733,Indian National Congress
AAP,Karnataka,Chamarajanagar,17-04-2014,sampathkumar,43,Male,Graduate Professional,GEN,20951240,0,,Aam Aadmi Party
IND,Andhra Pradesh,Ongole,07-05-2014,damamohanrao,58,Male,8th,GEN,20896812,0,,Independent
BJP,Chhattisgarh,Mahasamund,17-04-2014,chandulalsahuchandubhaiyasolatepuneenram,54,Male,Graduate Professional,GEN,20879652,0,#FB7B0D,Bharatiya Janata Party
AAP,Uttar Pradesh,Kairana,10-04-2014,sunilkumarkasana,46,Male,12th,GEN,20795589,0,,Aam Aadmi Party
SP,Bihar,Purvi Champaran,12-05-2014,raghunathgupta,64,Male,12th,GEN,20700955,0,#B15928,Samajwadi Party
BJP,Gujarat,Sabarkantha,30-04-2014,rathoddipsinhshankarsinh,62,Male,8th,GEN,20700176,0,#FB7B0D,Bharatiya Janata Party
AAP,Maharashtra,Ratnagiri Sindhudurg,17-04-2014,abhijitshriramhegshetye,56,Male,Post Graduate,GEN,20692366,0,,Aam Aadmi Party
IND,Maharashtra,Nagpur,10-04-2014,pankajprafulkumarbhansali,40,Male,12th,GEN,20684589,0,,Independent
SP,Bihar,Hajipur,07-05-2014,veerchandrapaswan,50,Male,Post Graduate,GEN,20627777,2,#B15928,Samajwadi Party
AITC,Assam,Tezpur,07-04-2014,gopichandshahabadi,69,Male,Graduate,GEN,20624119,0,#0C6965,All India Trinamool Congress
IND,Uttar Pradesh,Gautam Budhha Nagar,10-04-2014,savitri,43,Male,10th,GEN,20577047,0,,Independent
IND,Kerala,Kozhikode,10-04-2014,mraghavan,62,Male,10th,GEN,20493829,0,,Independent
INC,Gujarat,Rajkot,30-04-2014,kuvarjibhaimohanbhaibavaliya,59,Male,Graduate Professional,GEN,20465581,1,#019733,Indian National Congress
INC,Andhra Pradesh,Chittoor,07-05-2014,brajagopal,64,Male,Doctorate,GEN,20322000,0,#019733,Indian National Congress
AAP,Rajasthan,Churu,17-04-2014,krishankumarsaran,53,Male,Graduate,GEN,20295507,0,,Aam Aadmi Party
RJD,Bihar,Bhagalpur,24-04-2014,shaileshkumarurphbulomandal,38,Male,12th,GEN,20216734,1,,Rashtriya Janata Dal
CPIM,Tamil Nadu,Chennai North,24-04-2014,vasukiu,57,Female,Graduate,GEN,20187812,0,#DE0000,Communist Party of India  (Marxist)
RJD,Bihar,Buxar,17-04-2014,jagadanandsingh,70,Male,Graduate Professional,GEN,20142620,0,,Rashtriya Janata Dal
INC,Orissa,Sundargarh,10-04-2014,hemanandbiswal,72,Male,12th,GEN,20107728,0,#019733,Indian National Congress
IND,Maharashtra,Baramati,17-04-2014,mahadikprahladdagadu,46,Male,12th,GEN,20105000,0,,Independent
IND,Kerala,Thiruvananthapuram,10-04-2014,georgemankidiyil,73,Male,Graduate Professional,GEN,20103771,0,,Independent
AAP,Maharashtra,Hatkanangle,17-04-2014,raghunathdadapatil,63,Male,Graduate,GEN,20095000,4,,Aam Aadmi Party
