party,constituency,state,poll_date,name,age,gender,education,category,assets,criminal_cases,color,sub_name,constituency_name,party_name
JDU,Madhubani,Bihar,30-04-2014,Professor Gulam Gaus,52,Male,Post Graduate,GEN,10324645,1,#8064a2,professorgulamgaus,Madhubani,Janata Dal  (United)
SP,Jorhat,Assam,07-04-2014,Gunin Basumatari,62,Male,Graduate Professional,GEN,10322068,0,#B15928,guninbasumatari,Jorhat,Samajwadi Party
IND,Eluru,Andhra Pradesh,07-05-2014,Korukonda Vijaya Lakshmi Pandit,50,Female,12th,GEN,10318671,0,,korukondavijayalakshmipandit,Eluru,Independent
IND,Varanasi,Uttar Pradesh,12-05-2014,Ram Pyare Singh,50,Male,Others,GEN,10284072,0,,rampyaresingh,Varanasi,Independent
IND,Valmiki Nagar,Bihar,12-05-2014,Manohar Manoj,45,Male,Post Graduate,GEN,10280000,0,,manoharmanoj,Valmiki Nagar,Independent
AAP,Udaipur,Rajasthan,17-04-2014,Velaram,64,Male,Doctorate,GEN,10272231,1,,velaram,Udaipur,Aam Aadmi Party
AITC,Kolkata Dakshin,West Bengal,12-05-2014,Subrata Bakshi,64,Male,Graduate Professional,GEN,10265428,0,#0C6965,subratabakshi,Kolkata Dakshin,All India Trinamool Congress
IND,Korba,Chhattisgarh,24-04-2014,Fatte Singh Shyam,55,Male,Illiterate,GEN,10250700,0,,fattesinghshyam,Korba,Independent
INC,Anantapur,Andhra Pradesh,07-05-2014,P Anil Chowdary,46,Male,Graduate,GEN,10240000,0,#019733,panilchowdary,Anantapur,Indian National Congress
IND,Meerut,Uttar Pradesh,10-04-2014,Sunil Dutt,38,Male,12th,GEN,10218400,0,,sunildutt,Meerut,Independent
IND,Gurgaon,Haryana,10-04-2014,Mahender Jat,41,Male,Graduate Professional,GEN,10206000,0,,mahenderjat,Gurgaon,Independent
IND,Ranchi,Jharkhand,17-04-2014,Birendra Kumar Jaiswal,48,Male,10th,GEN,10201398,0,,birendrakumarjaiswal,Ranchi,Independent
BJP,Gaya,Bihar,10-04-2014,Hari Manjhi,51,Male,8th,GEN,10184120,1,#FB7B0D,harimanjhi,Gaya (Sc),Bharatiya Janata Party
IND,Jaipur Rural,Rajasthan,17-04-2014,Kamal Kumar Gaur,53,Male,12th,GEN,10180000,0,,kamalkumargaur,Jaipur Rural,Independent
BJP,Mandi,Himachal Pradesh,07-05-2014,Ram Swaroop Sharma,55,Male,10th,GEN,10178871,0,#FB7B0D,ramswaroopsharma,Mandi,Bharatiya Janata Party
IND,Hisar,Haryana,10-04-2014,Sunder,44,Male,Literate,GEN,10170500,0,,sunder,Hisar,Independent
BJP,Bhubaneswar,Orissa,17-04-2014,Prithiviraj Harichandan,46,Male,Post Graduate,GEN,10162181,1,#FB7B0D,prithivirajharichandan,Bhubaneswar,Bharatiya Janata Party
BJP,Rewa,Madhya Pradesh,10-04-2014,Janardan Mishra,58,Male,Graduate Professional,GEN,10156568,0,#FB7B0D,janardanmishra,Rewa,Bharatiya Janata Party
AITC,Outer Manipur,Manipur,09-04-2014,Kim Gangte,51,Female,Post Graduate,GEN,10150000,0,#0C6965,kimgangte,Outer Manipur,All India Trinamool Congress
IND,Farrukhabad,Uttar Pradesh,24-04-2014,Anokhey,48,Male,12th,GEN,10149863,0,,anokhey,Farrukhabad,Independent
INC,Bhadrak,Orissa,17-04-2014,Sangram Keshari Jena,36,Male,Post Graduate,GEN,10108428,5,#019733,sangramkesharijena,Bhadrak,Indian National Congress
IND,Kaliabor,Assam,07-04-2014,Sahaba Ahmed,39,Female,Graduate Professional,GEN,10104000,0,,sahabaahmed,Kaliabor,Independent
IND,Nandurbar,Maharashtra,24-04-2014,Advsobji Devalya Gavit,60,Male,Graduate Professional,GEN,10100000,0,,advsobjidevalyagavit,Nandurbar,Independent
IND,Navsari,Gujarat,30-04-2014,Percy Munshi,51,Male,Graduate,GEN,10095000,0,,percymunshi,Navsari,Independent
IND,Bilaspur,Chhattisgarh,24-04-2014,Jait Ram Khande,50,Male,5th,GEN,10058052,0,,jaitramkhande,Bilaspur,Independent
INC,Bardhaman Purba,West Bengal,30-04-2014,Chandana Majhi,50,Female,Graduate,GEN,10055920,0,#019733,chandanamajhi,Bardhaman Purba,Indian National Congress
IND,Hingoli,Maharashtra,17-04-2014,Suryawanshi Ashok Bhagwanrao,55,Male,Graduate Professional,GEN,10055500,0,,suryawanshiashokbhagwanrao,Hingoli,Independent
IND,Jamnagar,Gujarat,30-04-2014,Padhiyar Laljibhai Karabhai,73,Male,Literate,GEN,10051180,0,,padhiyarlaljibhaikarabhai,Jamnagar,Independent
IND,Maharajganj,Uttar Pradesh,12-05-2014,Tej Pratap,49,Male,10th,GEN,10046000,0,,tejpratap,Maharajganj,Independent
AITC,Howrah,West Bengal,30-04-2014,Prasun Banerjee,59,Male,Graduate,GEN,10041098,0,#0C6965,prasunbanerjee,Howrah,All India Trinamool Congress
REVOLUTIONARY SOCIALIST PARTY,Baharampur,West Bengal,12-05-2014,Pramothes Mukherjee,68,Male,Post Graduate,GEN,10039899,0,,pramothesmukherjee,Baharampur,Revolutionary Socialist Party
AAP,Ujiarpur,Bihar,07-05-2014,Suresh Choudhary,71,Male,Post Graduate,GEN,10027072,0,,sureshchoudhary,Ujiarpur,Aam Aadmi Party
IND,Wayanad,Kerala,10-04-2014,Abraham Benhur,64,Male,Post Graduate,GEN,9999242,0,,abrahambenhur,Wayanad,Independent
IND,Ludhiana,Punjab,30-04-2014,Navpreet Singh Bedi,28,Male,Post Graduate,GEN,9996000,1,,navpreetsinghbedi,Ludhiana,Independent
AAP,Mainpuri,Uttar Pradesh,24-04-2014,Baba Hardev Singh,66,Male,Doctorate,GEN,9994500,0,,babahardevsingh,Mainpuri,Aam Aadmi Party
IND,Chennai South,Tamil Nadu,24-04-2014,Colonel Kadar Basha,71,Male,Others,GEN,9991131,0,,colonelkadarbasha,Chennai South,Independent
IND,Rajsamand,Rajasthan,17-04-2014,Sanjay Choudhary,45,Male,Graduate,GEN,9990000,0,,sanjaychoudhary,Rajsamand,Independent
IND,Ludhiana,Punjab,30-04-2014,Gurdeep Singh Kahlon,42,Male,Graduate Professional,GEN,9975000,2,,gurdeepsinghkahlon,Ludhiana,Independent
CPIM,Moradabad,Uttar Pradesh,17-04-2014,Nafisuddin,80,Male,8th,GEN,9951294,0,#DE0000,nafisuddin,Moradabad,Communist Party of India  (Marxist)
IND,Dharwad,Karnataka,17-04-2014,Shreekant Kabadi,52,Male,Graduate,GEN,9950010,0,,shreekantkabadi,Dharwad,Independent
JDS,Bagalkot,Karnataka,17-04-2014,Hunashyal Ravi,50,Male,Graduate,GEN,9950000,0,#8064a2,hunashyalravi,Bagalkot,Janata Dal  (Secular)
IND,Bangalore North,Karnataka,17-04-2014,Muvenkatesh Simha Bhovi,54,Male,Not Given,GEN,9945000,0,,muvenkateshsimhabhovi,Bangalore North,Independent
TRS,Hyderabad,Andhra Pradesh,30-04-2014,Rashid Shareef,53,Male,8th,GEN,9901000,0,,rashidshareef,Hyderabad,Telangana Rashtra Samithi
INC,Barrackpur,West Bengal,12-05-2014,Samrat Topadar,38,Male,Post Graduate,GEN,9896131,0,#019733,samrattopadar,Barrackpore,Indian National Congress
AAP,Khagaria,Bihar,30-04-2014,Dr Swami Vivekanand,50,Male,Doctorate,GEN,9890017,2,,drswamivivekanand,Khagaria,Aam Aadmi Party
IND,Chandigarh,Chandigarh,10-04-2014,Ajay Singla,38,Male,10th,GEN,9877806,2,,ajaysingla,Chandigarh,Independent
SP,Bansgaon,Uttar Pradesh,12-05-2014,Gorakh Prasad,56,Male,Graduate Professional,GEN,9844522,1,#B15928,gorakhprasad,Bansgaon,Samajwadi Party
JDU,Jamui,Bihar,10-04-2014,Uday Narain Choudhary,61,Male,Graduate,GEN,9827813,0,#8064a2,udaynarainchoudhary,Jamui (Sc),Janata Dal  (United)
AIADMK,Thoothukkudi,Tamil Nadu,24-04-2014,Jeyasingh Thiyagaraj Natterjeej,60,Male,Post Graduate,GEN,9822294,0,#9DBC2A,jeyasinghthiyagarajnatterjeej,Thoothukkudi,All India Anna Dravida Munnetra Kazhagam
IND,Raipur,Chhattisgarh,24-04-2014,Om Prakash Dande,26,Male,12th,GEN,9814792,0,,omprakashdande,Raipur,Independent
INC,Vellore,Tamil Nadu,24-04-2014,Vijay Elanchezian -j,32,Male,Graduate Professional,GEN,9800356,0,#019733,vijayelanchezian-j,Vellore,Indian National Congress
AITC,Basirhat,West Bengal,12-05-2014,Idris Ali,64,Male,Graduate Professional,GEN,9800277,9,#0C6965,idrisali,Basirhat,All India Trinamool Congress
AAP,North Goa,Goa,12-04-2014,Dattaram Desai,61,Male,Post Graduate,GEN,9795686,0,,dattaramdesai,North Goa,Aam Aadmi Party
IND,Aligarh,Uttar Pradesh,10-04-2014,Natthi Lal Sharma,58,Male,Graduate,GEN,9794000,0,,natthilalsharma,Aligarh,Independent
INC,Maldaha Uttar,West Bengal,24-04-2014,Mausam Noor,34,Female,Graduate Professional,GEN,9778222,0,#019733,mausamnoor,Maldaha Uttar,Indian National Congress
IND,Valsad,Gujarat,30-04-2014,Budhabhai Ranchhodbhai Patel,53,Male,10th,GEN,9773500,0,,budhabhairanchhodbhaipatel,Valsad,Independent
AITC,Chandrapur,Maharashtra,10-04-2014,Pankajkumar Sharma,40,Male,Graduate,GEN,9757822,0,#0C6965,pankajkumarsharma,Chandrapur,All India Trinamool Congress
BJP,Idukki,Kerala,10-04-2014,Sabu Varghese,51,Male,Graduate Professional,GEN,9755000,0,#FB7B0D,sabuvarghese,Idukki,Bharatiya Janata Party
IND,Varanasi,Uttar Pradesh,12-05-2014,Ravindra Kumar,41,Male,Graduate,GEN,9748141,0,,ravindrakumar,Varanasi,Independent
IND,Kairana,Uttar Pradesh,10-04-2014,Mohan Lal,33,Male,12th,GEN,9741331,0,,mohanlal,Kairana,Independent
IND,Mirzapur,Uttar Pradesh,12-05-2014,Adesh Tyagi,45,Male,Graduate,GEN,9715000,0,,adeshtyagi,Mirzapur,Independent
IND,Kota,Rajasthan,17-04-2014,Mohan Lal Mahawar,74,Male,12th,GEN,9702000,0,,mohanlalmahawar,Kota,Independent
AITC,Bangaon,West Bengal,12-05-2014,Kapil Krishna Thakur,73,Male,Graduate,GEN,9667890,0,#0C6965,kapilkrishnathakur,Bangaon,All India Trinamool Congress
INC,Tamluk,West Bengal,12-05-2014,Sk Anwar Ali,67,Male,Post Graduate,GEN,9665943,0,#019733,skanwarali,Tamluk,Indian National Congress
LJP,Hajipur,Bihar,07-05-2014,Ram Vilas Paswan,67,Male,Post Graduate,GEN,9642023,2,,ramvilaspaswan,Hajipur (Sc),Lok Jan Shakti Party
IND,Jaunpur,Uttar Pradesh,12-05-2014,Drsanjivan Bind,33,Male,Graduate,GEN,9626000,0,,drsanjivanbind,Jaunpur,Independent
INC,Mandla,Madhya Pradesh,10-04-2014,Omkar Singh Markam,37,Male,Post Graduate,GEN,9618675,0,#019733,omkarsinghmarkam,Mandla,Indian National Congress
AAP,Dahod,Gujarat,30-04-2014,Munia Kamalsinh Chhaganbhai,66,Male,Post Graduate,GEN,9612321,0,,muniakamalsinhchhaganbhai,Dahod,Aam Aadmi Party
BJP,Dhar,Madhya Pradesh,24-04-2014,Savitri Thakur,35,Female,10th,GEN,9606464,0,#FB7B0D,savitrithakur,Dhar,Bharatiya Janata Party
IND,Madhepura,Bihar,30-04-2014,Prasanna Kumar,61,Male,Post Graduate,GEN,9574085,0,,prasannakumar,Madhepura,Independent
IND,Raver,Maharashtra,24-04-2014,Surwade Jairam Girdhar,65,Male,Post Graduate,GEN,9555000,0,,surwadejairamgirdhar,Raver,Independent
IND,Thane,Maharashtra,24-04-2014,Narendra Prabhashankar Pandey,42,Male,10th,GEN,9554000,0,,narendraprabhashankarpandey,Thane,Independent
AAP,Almora,Uttarakhand,07-05-2014,Harish Chandra Arya,44,Male,12th,GEN,9535000,0,,harishchandraarya,Almora,Aam Aadmi Party
AAP,Hingoli,Maharashtra,17-04-2014,Principal Drvithal Namdeorao Kadam,59,Male,Doctorate,GEN,9525025,0,,principaldrvithalnamdeoraokadam,Hingoli,Aam Aadmi Party
IND,Nizamabad,Andhra Pradesh,30-04-2014,Kandem Prabhakar,45,Male,Graduate,GEN,9525000,0,,kandemprabhakar,Nizamabad,Independent
SP,Parbhani,Maharashtra,17-04-2014,Adv Ajay Sitaram Karande Patil,40,Male,Post Graduate,GEN,9510000,0,#B15928,advajaysitaramkarandepatil,Parbhani,Samajwadi Party
IND,Sangrur,Punjab,30-04-2014,Harinder Kumar,52,Male,8th,GEN,9508574,0,,harinderkumar,Sangrur,Independent
IND,South Delhi,National Capital Territory Of Delhi,10-04-2014,Dushmanta Kumar Giri,54,Male,Doctorate,GEN,9500000,1,,dushmantakumargiri,South Delhi,Independent
AITC,Jahanabad,Bihar,17-04-2014,Md Istiyak,49,Male,Graduate Professional,GEN,9481904,2,#0C6965,mdistiyak,Jahanabad,All India Trinamool Congress
AAP,Belgaum,Karnataka,17-04-2014,Muttappa Channasangappa Angadi,39,Male,12th,GEN,9470924,0,,muttappachannasangappaangadi,Belgaum,Aam Aadmi Party
INC,Shimla,Himachal Pradesh,07-05-2014,Mohan Lal Brakta,48,Male,Graduate Professional,GEN,9452159,0,#019733,mohanlalbrakta,Shimla,Indian National Congress
IND,Jalna,Maharashtra,24-04-2014,Unge Rambhau Kundlik,39,Male,Post Graduate,GEN,9428900,0,,ungerambhaukundlik,Jalna,Independent
BJP,Kheda,Gujarat,30-04-2014,Chauhan Devusinh Jesingbhai,49,Male,12th,GEN,9426376,0,#FB7B0D,chauhandevusinhjesingbhai,Kheda,Bharatiya Janata Party
AAP,Meerut,Uttar Pradesh,10-04-2014,Dr Himanshu Singh,43,Male,Graduate Professional,GEN,9408585,3,,drhimanshusingh,Meerut,Aam Aadmi Party
AITC,Jalpaiguri,West Bengal,17-04-2014,Bijoy Chandra Barman,57,Male,Post Graduate,GEN,9396430,0,#0C6965,bijoychandrabarman,Jalpaiguri,All India Trinamool Congress
IND,Baramati,Maharashtra,17-04-2014,Kokare Shivaji Jaysingh,62,Male,8th,GEN,9381000,0,,kokareshivajijaysingh,Baramati,Independent
IND,Secunderabad,Andhra Pradesh,30-04-2014,B Subramanyam,61,Male,Graduate,GEN,9370500,1,,bsubramanyam,Secundrabad,Independent
INC,Faizabad,Uttar Pradesh,07-05-2014,Nirmal Khatri,63,Male,Doctorate,GEN,9364711,0,#019733,nirmalkhatri,Faizabad,Indian National Congress
SP,Hingoli,Maharashtra,17-04-2014,Shaikh Nayeem Shaikhlal,48,Male,12th,GEN,9355936,0,#B15928,shaikhnayeemshaikhlal,Hingoli,Samajwadi Party
INC,Ahmedabad West,Gujarat,30-04-2014,Makwana Ishwarbahi Dhanabhai,64,Male,Graduate,GEN,9355477,1,#019733,makwanaishwarbahidhanabhai,Ahmedabad West,Indian National Congress
IND,Parbhani,Maharashtra,17-04-2014,Ramrao Dhansing Rathod Sir Nirankari,63,Male,Post Graduate,GEN,9330000,0,,ramraodhansingrathodsirnirankari,Parbhani,Independent
AAP,Gadchiroli-Chimur,Maharashtra,10-04-2014,Dr Gajbe Rameshkumar Baburaoji,61,Male,Post Graduate,GEN,9315000,0,,drgajberameshkumarbaburaoji,Gadchiroli-Chimur,Aam Aadmi Party
BJP,Sivaganga,Tamil Nadu,24-04-2014,H Raja,56,Male,Graduate Professional,GEN,9313714,0,#FB7B0D,hraja,Sivaganga,Bharatiya Janata Party
BJP,Kozhikode,Kerala,10-04-2014,Padmanabhan Ck,65,Male,10th,GEN,9306000,0,#FB7B0D,padmanabhanck,Kozhikode,Bharatiya Janata Party
IND,Sasaram,Bihar,10-04-2014,Surendra Ram,39,Male,5th,GEN,9289000,0,,surendraram,Sasaram (Sc),Independent
BJP,Warangal,Andhra Pradesh,30-04-2014,Parameshwar Ramagalla,55,Male,Graduate Professional,GEN,9280000,5,#FB7B0D,parameshwarramagalla,Warangal,Bharatiya Janata Party
IND,Sangrur,Punjab,30-04-2014,Dharam Singh,50,Male,8th,GEN,9278598,0,,dharamsingh,Sangrur,Independent
INC,Valsad,Gujarat,30-04-2014,Kishanbhai Vestabhai Patel,48,Male,12th,GEN,9272641,2,#019733,kishanbhaivestabhaipatel,Valsad,Indian National Congress
RASHTRIYA LOK SAMTA PARTY,Sitamarhi,Bihar,07-05-2014,Ram Kumar Sharma,50,Male,Post Graduate,GEN,9265000,0,,ramkumarsharma,Sitamarhi,Rashtriya Lok Samta Party
IND,Akbarpur,Uttar Pradesh,24-04-2014,Bharti Devi Pasi,32,Female,Graduate Professional,GEN,9262010,0,,bhartidevipasi,Akbarpur,Independent
AAP,Bijapur,Karnataka,17-04-2014,Shridhar Narayankar,34,Male,Others,GEN,9261841,0,,shridharnarayankar,Bijapur,Aam Aadmi Party
INC,Vadakara,Kerala,10-04-2014,Mullappally Ramachandran,67,Male,Post Graduate,GEN,9225000,0,#019733,mullappallyramachandran,Vadakara,Indian National Congress
AIADMK,Vellore,Tamil Nadu,24-04-2014,Senguttuvan -b,57,Male,Post Graduate,GEN,9197355,0,#9DBC2A,senguttuvan-b,Vellore,All India Anna Dravida Munnetra Kazhagam
IND,Chandigarh,Chandigarh,10-04-2014,Pawan Kumar Sharma,43,Male,12th,GEN,9196223,0,,pawankumarsharma,Chandigarh,Independent
IND,Bidar,Karnataka,17-04-2014,Shamala,42,Female,Not Given,GEN,9178000,0,,shamala,Bidar,Independent
SP,Salempur,Uttar Pradesh,12-05-2014,Haribansh Sahai Kushwaha,78,Male,Post Graduate,GEN,9164110,0,#B15928,haribanshsahaikushwaha,Salempur,Samajwadi Party
IND,Korba,Chhattisgarh,24-04-2014,Mohan Lal Bargahi,60,Male,10th,GEN,9142637,0,,mohanlalbargahi,Korba,Independent
IND,Pataliputra,Bihar,17-04-2014,Kumar Indra Bhushan,40,Male,Graduate,GEN,9122284,2,,kumarindrabhushan,Pataliputra,Independent
IUML,Firozabad,Uttar Pradesh,24-04-2014,Rahat Afroz,52,Male,10th,GEN,9063214,0,,rahatafroz,Firozabad,Indian Union Muslim League
IND,Pollachi,Tamil Nadu,24-04-2014,Deivasigamanik,54,Male,10th,GEN,9050000,0,,deivasigamanik,Pollachi,Independent
IND,Sikar,Rajasthan,17-04-2014,Duli Chand Kumawat,26,Male,Graduate,GEN,9036500,0,,dulichandkumawat,Sikar,Independent
BJP,Lohardaga,Jharkhand,10-04-2014,Sudarshan Bhagat,45,Male,Graduate,GEN,9031009,0,#FB7B0D,sudarshanbhagat,Lohardaga,Bharatiya Janata Party
IND,Sambalpur,Orissa,10-04-2014,Md Ali Hussain,42,Male,12th,GEN,9030000,0,,mdalihussain,Sambalpur,Independent
IND,Damoh,Madhya Pradesh,17-04-2014,Anant Lal Basor,67,Male,10th,GEN,9014000,0,,anantlalbasor,Damoh,Independent
IND,Rajnandgaon,Chhattisgarh,17-04-2014,Khemraj Lodhi,42,Male,Graduate,GEN,9000000,0,,khemrajlodhi,Rajnandgaon,Independent
INC,Singhbhum,Jharkhand,17-04-2014,Chitrasen Sinku,63,Male,12th,GEN,8992000,0,#019733,chitrasensinku,Singhbhum,Indian National Congress
INC,Jadavpur,West Bengal,12-05-2014,Samir Aich,58,Male,Others,GEN,8963371,0,#019733,samiraich,Jadavpur,Indian National Congress
IND,Hisar,Haryana,10-04-2014,Narinder Kumar,32,Male,Others,GEN,8931000,0,,narinderkumar,Hisar,Independent
AAP,Bhiwani-Mahendragarh,Haryana,10-04-2014,Lalit Kumar,39,Male,Graduate Professional,GEN,8922356,0,,lalitkumar,Bhiwani-Mahendragarh,Aam Aadmi Party
JDU,Ujiarpur,Bihar,07-05-2014,Ashwamedh Devi,51,Female,5th,GEN,8916714,0,#8064a2,ashwamedhdevi,Ujiarpur,Janata Dal  (United)
AITC,Purulia,West Bengal,07-05-2014,Mriganka Mahato,51,Male,Graduate Professional,GEN,8895210,0,#0C6965,mrigankamahato,Purulia,All India Trinamool Congress
INC,Akbarpur,Uttar Pradesh,24-04-2014,Rajaram Pal,53,Male,Graduate Professional,GEN,8888279,1,#019733,rajarampal,Akbarpur,Indian National Congress
AAP,Faizabad,Uttar Pradesh,07-05-2014,Mayuri Tiwari,35,Female,Post Graduate,GEN,8887812,0,,mayuritiwari,Faizabad,Aam Aadmi Party
CPI,Sangrur,Punjab,30-04-2014,Sukhdev Ram Sharma,60,Male,10th,GEN,8886669,0,#DE0000,sukhdevramsharma,Sangrur,Communist Party of India
IND,Karur,Tamil Nadu,24-04-2014,Manickavasagam -a,53,Male,Graduate,GEN,8874100,0,,manickavasagam-a,Karur,Independent
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Nalgonda,Andhra Pradesh,30-04-2014,Gunnam Nagi Reddy,64,Male,Graduate,GEN,8861773,0,,gunnamnagireddy,Nalgonda,Yuvajana Sramika Rythu Congress Party
BJP,Guna,Madhya Pradesh,17-04-2014,Jaibhansingh Pawaiya,58,Male,Others,GEN,8860522,1,#FB7B0D,jaibhansinghpawaiya,Guna,Bharatiya Janata Party
AAP,Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,Chhotubhai Babubhai Patel,49,Male,10th,GEN,8847442,0,,chhotubhaibabubhaipatel,Dadar & Nagar Haveli,Aam Aadmi Party
IND,Jalore,Rajasthan,17-04-2014,Naringa Ram Yadav,64,Male,Post Graduate,GEN,8840490,0,,naringaramyadav,Jalore,Independent
INC,Barmer,Rajasthan,17-04-2014,Harish Chaudhary,43,Male,Post Graduate,GEN,8822577,0,#019733,harishchaudhary,Barmer,Indian National Congress
AITC,Arunachal West,Arunachal Pradesh,09-04-2014,Gumjum Haider,36,Male,Graduate,GEN,8808016,0,#0C6965,gumjumhaider,Arunachal West,All India Trinamool Congress
BJP,Meerut,Uttar Pradesh,10-04-2014,Rajendra Agarwal,64,Male,Post Graduate,GEN,8803517,2,#FB7B0D,rajendraagarwal,Meerut,Bharatiya Janata Party
BJD,Koraput,Orissa,10-04-2014,Jhina Hikaka,39,Male,Graduate,GEN,8800000,0,#000000,jhinahikaka,Koraput,Biju Janata Dal
BJP,Dakshina Kannada,Karnataka,17-04-2014,Nalin Kumar Katil,48,Male,10th,GEN,8789001,1,#FB7B0D,nalinkumarkatil,Dakshina Kannada,Bharatiya Janata Party
AAP,Thoothukkudi,Tamil Nadu,24-04-2014,Mpushparayan,46,Male,Literate,GEN,8775806,380,,mpushparayan,Thoothukkudi,Aam Aadmi Party
BJP,Tikamgarh,Madhya Pradesh,17-04-2014,Dr Virendra Kumar,60,Male,Doctorate,GEN,8764635,0,#FB7B0D,drvirendrakumar,Tikamgarh,Bharatiya Janata Party
IND,Karur,Tamil Nadu,24-04-2014,Gowrimanis,63,Male,5th,GEN,8750000,0,,gowrimanis,Karur,Independent
CPIM,Jhargram,West Bengal,07-05-2014,Dr Pulin Bihari Baske,46,Male,Graduate Professional,GEN,8749410,0,#DE0000,drpulinbiharibaske,Jhargram,Communist Party of India  (Marxist)
AAP,Gauhati,Assam,24-04-2014,Pranjal Bordoloy,43,Male,Graduate,GEN,8726568,0,,pranjalbordoloy,Gauhati,Aam Aadmi Party
INC,Varanasi,Uttar Pradesh,12-05-2014,Ajay Rai,42,Male,Graduate,GEN,8721893,9,#019733,ajayrai,Varanasi,Indian National Congress
AIUDF,Raiganj,West Bengal,24-04-2014,Zameerul Hasan,64,Male,Graduate,GEN,8696996,0,,zameerulhasan,Raiganj,All India United Democratic Front
IND,Bhiwani-Mahendragarh,Haryana,10-04-2014,Rakesh Kumar,45,Male,Graduate Professional,GEN,8693411,0,,rakeshkumar,Bhiwani-Mahendragarh,Independent
BJP,Sambalpur,Orissa,10-04-2014,Suresh Pujari,53,Male,Post Graduate,GEN,8684372,0,#FB7B0D,sureshpujari,Sambalpur,Bharatiya Janata Party
BJP,Bilaspur,Chhattisgarh,24-04-2014,Lakhanlal Sau So Kalyan Lal Sahu,43,Male,Post Graduate,GEN,8661133,0,#FB7B0D,lakhanlalsausokalyanlalsahu,Bilaspur,Bharatiya Janata Party
IND,Mainpuri,Uttar Pradesh,24-04-2014,Alok Nandan,27,Male,Post Graduate,GEN,8647900,0,,aloknandan,Mainpuri,Independent
SHS,Malkajgiri,Andhra Pradesh,30-04-2014,Muraritn,40,Male,Graduate,GEN,8647342,0,#F05A00,muraritn,Malkajgiri,Shivsena
BJP,Machhlishahr,Uttar Pradesh,12-05-2014,Ram Charitra Nishad,46,Male,12th,GEN,8641278,0,#FB7B0D,ramcharitranishad,Machhlishahr,Bharatiya Janata Party
IND,Nawada,Bihar,10-04-2014,Safdar Ismail,36,Male,Graduate Professional,GEN,8605000,0,,safdarismail,Nawada,Independent
IND,Karimnagar,Andhra Pradesh,30-04-2014,Kandem Prabhakar,45,Male,Graduate,GEN,8600000,0,,kandemprabhakar,Karimnagar,Independent
IND,Sriperumbudur,Tamil Nadu,24-04-2014,Rajagopal Mallar -p Thiru,74,Male,Post Graduate,GEN,8584801,0,,rajagopalmallar-pthiru,Sriperumbudur,Independent
CPI,Bhopal,Madhya Pradesh,17-04-2014,Shailendra Kumar Shaili,53,Male,Post Graduate,GEN,8582000,0,#DE0000,shailendrakumarshaili,Bhopal,Communist Party of India
AAP,Bellary,Karnataka,17-04-2014,Malagi Shivakumar Giriyappa,32,Male,Post Graduate,GEN,8580500,0,,malagishivakumargiriyappa,Bellary,Aam Aadmi Party
AITC,Maldaha Dakshin,West Bengal,24-04-2014,Md Moazzem Hossain,57,Male,Post Graduate,GEN,8580219,0,#0C6965,mdmoazzemhossain,Maldaha Dakshin,All India Trinamool Congress
IND,Idukki,Kerala,10-04-2014,Anish Mariyil,42,Male,12th,GEN,8569000,0,,anishmariyil,Idukki,Independent
CPIM,Churu,Rajasthan,17-04-2014,Indrasingh Jat,60,Male,Post Graduate,GEN,8543953,0,#DE0000,indrasinghjat,Churu,Communist Party of India  (Marxist)
IND,Unnao,Uttar Pradesh,30-04-2014,Rameshwar,57,Male,Literate,GEN,8524929,0,,rameshwar,Unnao,Independent
AAP,Etah,Uttar Pradesh,24-04-2014,Hanshraj Singh,0,Male,8th,GEN,8515861,0,,hanshrajsingh,Etah,Aam Aadmi Party
IND,Bharuch,Gujarat,30-04-2014,Sindhi Mayyudeen Umarbhai,54,Male,10th,GEN,8501000,0,,sindhimayyudeenumarbhai,Bharuch,Independent
IND,Cuddalore,Tamil Nadu,24-04-2014,Tsivagnanasambandan,59,Male,Post Graduate,GEN,8496700,0,,tsivagnanasambandan,Cuddalore,Independent
IND,Thane,Maharashtra,24-04-2014,Shafik Ahamad Sadat Khan,56,Male,Others,GEN,8479287,0,,shafikahamadsadatkhan,Thane,Independent
CPI,Thoothukkudi,Tamil Nadu,24-04-2014,Mohanraj A,51,Male,Graduate Professional,GEN,8475249,2,#DE0000,mohanraja,Thoothukkudi,Communist Party of India
CPI,Bardoli,Gujarat,30-04-2014,Ravaliben Shankarbhai Chaudhari,55,Female,10th,GEN,8475030,0,#DE0000,ravalibenshankarbhaichaudhari,Bardoli,Communist Party of India
CPI,Begusarai,Bihar,30-04-2014,Rajendra Prasad Singh,68,Male,Graduate,GEN,8437962,5,#DE0000,rajendraprasadsingh,Begusarai,Communist Party of India
JDU,Deoria,Uttar Pradesh,12-05-2014,Ved Prakash Mall,41,Male,Not Given,GEN,8427012,0,#8064a2,vedprakashmall,Deoria,Janata Dal  (United)
CPIM,Kanniyakumari,Tamil Nadu,24-04-2014,Bellarmin Av,59,Male,Post Graduate,GEN,8419973,1,#DE0000,bellarminav,Kanniyakumari,Communist Party of India  (Marxist)
AAP,Tripura East,Tripura,12-04-2014,Sri Karna Bijoy Jamatia,39,Male,10th,GEN,8410000,0,,srikarnabijoyjamatia,Tripura East,Aam Aadmi Party
