state,constituency,poll_date,name,party,age,gender,education,category,assets,criminal_cases,color
Jammu Kashmir,Jammu,10-04-2014,Jugal Kishore,BJP,51,Male,10th,GEN,26824308,0,#FB7B0D
Bihar,Jhanjharpur,30-04-2014,Md Faiyaz Khan,JANTA DAL RASHTRAVADI,45,Male,Post Graduate,GEN,26805000,0,
Maharashtra,Yavatmal-washim,10-04-2014,Prashant Pandharinath Surve,IND,39,Male,Post Graduate,GEN,26770200,0,
Rajasthan,Udaipur,17-04-2014,Raghuvir Singh,INC,55,Male,Graduate Professional,GEN,26644500,0,#019733
Maharashtra,Bhiwandi,24-04-2014,Suresh Gopinath Mhatre,MNS,44,Male,12th,GEN,26619897,2,
Uttar Pradesh,Gonda,07-05-2014,Akbar Ahmad Dumpy,BSP,62,Male,Graduate,GEN,26607824,3,#77968E
West Bengal,Jalpaiguri,17-04-2014,Sukhbilas Barma,INC,68,Male,Doctorate,GEN,26547600,0,#019733
Maharashtra,Pune,17-04-2014,Khirid Simkumar Bhagwan,IND,40,Male,Post Graduate,GEN,26532579,0,
Uttar Pradesh,Kheri,17-04-2014,Ajay Kumar,BJP,55,Male,Graduate Professional,GEN,26505977,2,#FB7B0D
Uttarakhand,Garhwal,07-05-2014,Harak Singh Rawat,INC,54,Male,Doctorate,GEN,26493906,4,#019733
Uttar Pradesh,Bareilly,17-04-2014,Ayesha Islam,SP,27,Female,Graduate,GEN,26491794,0,#B15928
Uttar Pradesh,Chandauli,12-05-2014,Mahendra Nath,BJP,57,Male,Doctorate,GEN,26489505,0,#FB7B0D
Puducherry,Pondicherry,24-04-2014,Mv Omalingam,AIADMK,42,Male,Others,GEN,26412176,0,#9DBC2A
Andhra Pradesh,Malkajgiri,30-04-2014,Polisetty Krishna Rao,IND,55,Male,Graduate,GEN,26410000,0,
Maharashtra,Nagpur,10-04-2014,Muttemwar Vilasrao Baburao,INC,65,Male,Graduate,GEN,26382690,0,#019733
Rajasthan,Jalore,17-04-2014,Otaram,BSP,59,Male,Graduate,GEN,26365198,0,#77968E
Andhra Pradesh,Anantapur,07-05-2014,Anantha Venkata Rami Reddy,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,57,Male,Post Graduate,GEN,26301000,0,
Uttar Pradesh,Deoria,12-05-2014,Aroon Kumar Tripathi,AAP,55,Male,Graduate Professional,GEN,26282936,0,
Bihar,Buxar,17-04-2014,Dadan Yadav,BSP,50,Male,10th,GEN,26250000,22,#77968E
Maharashtra,Yavatmal-washim,10-04-2014,Rathod Baliram Parashram,BSP,58,Male,Graduate Professional,GEN,26249301,0,#77968E
Uttar Pradesh,Bijnor,10-04-2014,Mohamad Adeeb,RASHTRAWADI SAMAJ PARTY,68,Male,Post Graduate,GEN,26241383,0,
Kerala,Kottayam,10-04-2014,Jose K Mani,KERALA CONGRESS M,49,Male,Post Graduate,GEN,26236371,0,
Madhya Pradesh,Betul,24-04-2014,Jyoti Dhurve,BJP,47,Female,Post Graduate,GEN,26232000,2,#FB7B0D
Karnataka,Bijapur,17-04-2014,K Shivram,JDS,61,Male,Post Graduate,GEN,26203570,0,#8064a2
Uttar Pradesh,Kheri,17-04-2014,Arvind Giri,BSP,57,Male,Graduate Professional,GEN,26196212,20,#77968E
Uttar Pradesh,Farrukhabad,24-04-2014,Mukesh Rajput,BJP,45,Male,Graduate Professional,GEN,26178100,0,#FB7B0D
National Capital Territory Of Delhi,South Delhi,10-04-2014,Sumant Kumar,IND,51,Male,Graduate,GEN,26172006,1,
Haryana,Ambala,10-04-2014,Bhura Ram,IND,66,Male,Not Given,GEN,26119165,0,
Rajasthan,Jalore,17-04-2014,Mahendra K Choudhary,IND,42,Male,12th,GEN,26113500,0,
Uttar Pradesh,Hardoi,24-04-2014,Shive Prasad Verma,BSP,64,Male,8th,GEN,26102946,6,#77968E
Assam,Tezpur,07-04-2014,Bhupen Kumar Borah,INC,43,Male,Post Graduate,GEN,26084515,0,#019733
Chhattisgarh,Surguja,24-04-2014,Tuleshwar Singh,AITC,54,Male,Graduate,GEN,26048526,0,#0C6965
Jharkhand,Godda,24-04-2014,Rajvardhan Azad,JDU,64,Male,Post Graduate,GEN,26048342,0,#8064a2
Gujarat,Jamnagar,30-04-2014,Madam Vikrambhai Arjanbhai,INC,56,Male,Graduate,GEN,25946450,0,#019733
Tamil Nadu,Tiruvallur,24-04-2014,Jayakumar M,INC,34,Male,Graduate Professional,GEN,25910841,0,#019733
Rajasthan,Kota,17-04-2014,Om Birla,BJP,51,Male,Post Graduate,GEN,25870497,2,#FB7B0D
Assam,Mangaldoi,24-04-2014,Kirip Chaliha,INC,59,Male,Post Graduate,GEN,25799434,0,#019733
Uttar Pradesh,Agra,24-04-2014,Maharaj Singh Dhangar,SP,46,Male,5th,GEN,25798815,0,#B15928
Orissa,Bargarh,10-04-2014,Sanjay Bhoi,INC,40,Male,Graduate,GEN,25786368,0,#019733
Madhya Pradesh,Mandla,10-04-2014,Faggan Singh Kulaste,BJP,54,Male,Post Graduate,GEN,25738420,2,#FB7B0D
Mizoram,Mizoram,11-04-2014,C L Ruala,INC,78,Male,Graduate,GEN,25733421,0,#019733
Uttar Pradesh,Bulandshahr,10-04-2014,Pradeep Kumar Jatav,BSP,46,Male,12th,GEN,25731324,1,#77968E
Tamil Nadu,Chidambaram,24-04-2014,Vallal Peruman,INC,64,Male,Graduate Professional,GEN,25721400,0,#019733
Rajasthan,Churu,17-04-2014,Rahul Kaswan,BJP,37,Male,Graduate,GEN,25721266,0,#FB7B0D
Maharashtra,Yavatmal-washim,10-04-2014,Raju Or Bharatraje Uddhaorao Patil,MNS,38,Male,Graduate,GEN,25700000,6,
Tamil Nadu,Arakkonam,24-04-2014,Gopinathan -g,IND,55,Male,Graduate,GEN,25686000,0,
Uttar Pradesh,Sant Kabir Nagar,07-05-2014,Mohammad Irfan,IND,28,Male,Graduate Professional,GEN,25678455,0,
Uttar Pradesh,Moradabad,17-04-2014,Engineer Mohammad Irfan,PEACE PARTY,28,Male,Graduate Professional,GEN,25678455,0,
Maharashtra,Bhiwandi,24-04-2014,Patil Vishwanath Ramchandra,INC,58,Male,10th,GEN,25593787,2,#019733
Uttar Pradesh,Gorakhpur,12-05-2014,Astbhuja Prasad Tripathi,INC,54,Male,Graduate,GEN,25560068,4,#019733
Andhra Pradesh,Visakhapatnam,07-05-2014,Yammanuru Venkata Sreenadh Reddy,IND,39,Male,Others,GEN,25520000,0,
Andhra Pradesh,Hyderabad,30-04-2014,S Krishna Reddy,INC,51,Male,Graduate,GEN,25397000,0,#019733
Rajasthan,Banswara,17-04-2014,Resham Malviya,INC,49,Female,12th,GEN,25370874,0,#019733
Karnataka,Dakshina Kannada,17-04-2014,Maxim Pinto,IND,49,Male,10th,GEN,25265000,0,
Karnataka,Dharwad,17-04-2014,Hanumantappa Mallappa Bankapur,JDS,52,Male,8th,GEN,25257819,0,#8064a2
Haryana,Hisar,10-04-2014,Umed Singh,IND,51,Male,5th,GEN,25250500,0,
Bihar,Begusarai,30-04-2014,Bhola Singh,BJP,75,Male,Doctorate,GEN,25248102,0,#FB7B0D
Bihar,Katihar,24-04-2014,Nikhil Kumar Choudhary,BJP,68,Male,Graduate,GEN,25225976,0,#FB7B0D
Andhra Pradesh,Malkajgiri,30-04-2014,Rahul Pandit,IND,37,Male,Graduate,GEN,25181037,0,
Orissa,Jagatsinghpur,17-04-2014,Kulamani Samal,BJD,65,Male,Graduate Professional,GEN,25158570,0,#000000
Uttar Pradesh,Aonla,17-04-2014,Kunwar Sarvraj Singh,SP,60,Male,Graduate Professional,GEN,25118224,0,#B15928
National Capital Territory Of Delhi,New Delhi,10-04-2014,Swadesh Ohri,ATULYA BHARAT PARTY,72,Male,12th,GEN,25102378,0,
Bihar,Purnia,24-04-2014,Navlesh Pathak,IND,53,Male,Post Graduate,GEN,25060000,0,
Assam,Dibrugarh,07-04-2014,Navajyoti Kalita,AITC,36,Male,10th,GEN,25004000,0,#0C6965
Uttar Pradesh,Badaun,17-04-2014,Dharmandra Yadav,SP,37,Male,Post Graduate,GEN,24987715,0,#B15928
Madhya Pradesh,Balaghat,10-04-2014,Bodhsingh Bhagat,BJP,57,Male,Graduate,GEN,24959436,0,#FB7B0D
Tamil Nadu,Tiruchirappalli,24-04-2014,Palanivelp,IND,45,Male,Post Graduate,GEN,24953196,0,
Jammu Kashmir,Udhampur,17-04-2014,Girdhari Lal,BHARATIYA BAHUJAN PARTY,61,Male,Post Graduate,GEN,24920000,0,
Chhattisgarh,Mahasamund,17-04-2014,Patel Shri Dhar Chandrakar,APNA DAL,42,Male,Post Graduate,GEN,24903805,1,
Uttar Pradesh,Bijnor,10-04-2014,Kunwar Bhartendra,BJP,50,Male,Post Graduate,GEN,24840646,2,#FB7B0D
Uttar Pradesh,Nagina,17-04-2014,Girish Chandra,BSP,50,Male,Graduate,GEN,24839368,1,#77968E
Bihar,Karakat,10-04-2014,Upendra Kushwaha,RASHTRIYA LOK SAMTA PARTY,51,Male,Post Graduate,GEN,24829741,4,
Chhattisgarh,Surguja,24-04-2014,Kamalbhan Singh,BJP,51,Male,Post Graduate,GEN,24773173,0,#FB7B0D
Bihar,Purnia,24-04-2014,Sudeep Roy,AAP,50,Male,Post Graduate,GEN,24764655,0,
Jharkhand,Palamau,10-04-2014,Vishnu Dayal Ram,BJP,62,Male,Graduate,GEN,24753886,0,#FB7B0D
Assam,Nowgong,24-04-2014,Rajen Gohain,BJP,63,Male,Graduate Professional,GEN,24736544,1,#FB7B0D
Kerala,Thrissur,10-04-2014,Adv A Jayaram,BSP,48,Male,Graduate Professional,GEN,24702613,0,#77968E
Uttar Pradesh,Machhlishahr,12-05-2014,Tufani,SP,53,Male,Graduate,GEN,24695404,0,#B15928
Puducherry,Pondicherry,24-04-2014,Rkr Anantharaman,PATTALI MAKKAL KATCHI,41,Male,Graduate Professional,GEN,24654438,3,
Tamil Nadu,Perambalur,24-04-2014,Rpmarutharajaa,AIADMK,51,Male,Post Graduate,GEN,24570213,0,#9DBC2A
Maharashtra,Raver,24-04-2014,Jain Manish Satish,IND,39,Male,10th,GEN,24568000,1,
Uttar Pradesh,Allahabad,07-05-2014,Draupadi Devi,IND,42,Female,8th,GEN,24525000,0,
Bihar,Sasaram,10-04-2014,Karra Parasu Ramaiah,JDU,59,Male,Doctorate,GEN,24500404,1,#8064a2
Andhra Pradesh,Vijayawada,07-05-2014,Harmohinder Singh Sahni,AAP,62,Male,12th,GEN,24499496,0,
Tamil Nadu,Theni,24-04-2014,Pon Muthuramalingam,DMK,73,Male,Graduate Professional,GEN,24443618,0,#800000
Maharashtra,Mumbai South Central,24-04-2014,Gaikwad Eknath Mahadeo,INC,74,Male,10th,GEN,24441410,0,#019733
Madhya Pradesh,Sagar,17-04-2014,Saroj Katiyar Kurmi,BSP,37,Female,Post Graduate,GEN,24415594,0,#77968E
Rajasthan,Karauli-dholpur,24-04-2014,Grbarua,BSP,65,Male,Post Graduate,GEN,24397589,0,#77968E
Uttar Pradesh,Hathras,24-04-2014,Sunhari Lal,AAP,39,Male,10th,GEN,24391902,0,
Gujarat,Ahmedabad East,30-04-2014,Dinesh Babulal Vaghela,AAP,62,Male,Graduate,GEN,24387875,0,
Tamil Nadu,Chidambaram,24-04-2014,Sudhamanirathinem,PATTALI MAKKAL KATCHI,42,Female,Post Graduate,GEN,24370129,0,
Jharkhand,Giridih,17-04-2014,Jaleshwar Mahato,JDU,65,Male,Graduate,GEN,24314128,1,#8064a2
Uttar Pradesh,Hardoi,24-04-2014,Ram Dayal,PEACE PARTY,73,Male,Post Graduate,GEN,24264635,0,
Uttar Pradesh,Mirzapur,12-05-2014,Jittoo,LOK DAL,57,Male,Graduate,GEN,24255000,0,
Jharkhand,Dhanbad,24-04-2014,Pashupati Nath Singh,BJP,65,Male,Graduate,GEN,24248150,1,#FB7B0D
Uttar Pradesh,Varanasi,12-05-2014,Kailash Chaurasiya,SP,55,Male,8th,GEN,24239152,8,#B15928
Uttar Pradesh,Basti,07-05-2014,Purushottam Pandey,PEACE PARTY,39,Male,Post Graduate,GEN,24236492,1,
Tamil Nadu,Ramanathapuram,24-04-2014,Kuppuramu D,BJP,57,Male,Graduate Professional,GEN,24225393,0,#FB7B0D
Orissa,Sundargarh,10-04-2014,Jual Oram,BJP,53,Male,Others,GEN,24202170,1,#FB7B0D
Uttar Pradesh,Hamirpur,30-04-2014,Preetam Singh,INC,44,Male,Post Graduate,GEN,24162000,0,#019733
Uttar Pradesh,Amethi,07-05-2014,Jagat Singh Chaudhari,IND,57,Male,Graduate,GEN,24122013,0,
Maharashtra,Nanded,17-04-2014,Vaidy Hansraj Dadarao,BSP,66,Male,Graduate Professional,GEN,24105918,0,#77968E
Tamil Nadu,Theni,24-04-2014,Ramprakash -j,AAP,38,Male,Post Graduate,GEN,24102861,0,
Rajasthan,Ganganagar,17-04-2014,Bhanwarlal Meghwal,INC,66,Male,Post Graduate,GEN,24098177,0,#019733
Rajasthan,Alwar,24-04-2014,Choudhary Nashrudeen,SOCIALIST PARTY INDIA,82,Male,Literate,GEN,24094100,0,
Tamil Nadu,Tenkasi,24-04-2014,Vasanthim,AIADMK,52,Female,Post Graduate,GEN,24014922,0,#9DBC2A
Uttar Pradesh,Dhaurahra,30-04-2014,Anand Bhadauriya,SP,36,Male,Post Graduate,GEN,23997933,3,#B15928
Gujarat,Banaskantha,30-04-2014,Patel Joitabhai Kasanabhai,INC,72,Male,8th,GEN,23987116,0,#019733
Assam,Dhubri,24-04-2014,Wazed Ali Choudhury,INC,52,Male,Graduate,GEN,23983914,0,#019733
Madhya Pradesh,Sagar,17-04-2014,Laxmi Narayan Yadav,BJP,73,Male,Post Graduate,GEN,23962099,1,#FB7B0D
Rajasthan,Jaipur,17-04-2014,Dr Tanmay Sharma,INDIAN PEOPLES GREEN PARTY,32,Male,Post Graduate,GEN,23869513,0,
Uttar Pradesh,Lucknow,30-04-2014,Nakul Dubey,BSP,48,Male,Graduate Professional,GEN,23867898,0,#77968E
Bihar,Munger,17-04-2014,Ram Badan Rai,SP,59,Male,Post Graduate,GEN,23860981,0,#B15928
Bihar,Purvi Champaran,12-05-2014,Anil Kumar Singh,JAI MAHA BHARATH PARTY,42,Male,12th,GEN,23846000,0,
Maharashtra,Mumbai South,24-04-2014,Prakash Gangaram Reddy,CPI,63,Male,Graduate Professional,GEN,23829258,1,#DE0000
Chhattisgarh,Raipur,24-04-2014,Naveen Gupta,SP,41,Male,10th,GEN,23829011,0,#B15928
Maharashtra,Ramtek,10-04-2014,Pratap Goswami,AAP,49,Male,Graduate,GEN,23772549,0,
Jharkhand,Khunti,17-04-2014,Neil Tirkey,AJSUP,60,Male,Graduate,GEN,23771799,1,
Karnataka,Hassan,17-04-2014,Santhoshmohan,AAP,39,Male,Graduate Professional,GEN,23700200,0,
Tamil Nadu,Kallakurichi,24-04-2014,Rmanimaran,DMK,51,Male,Post Graduate,GEN,23653826,0,#800000
Himachal Pradesh,Hamirpur,07-05-2014,Kamal Kanta Batra,AAP,69,Female,10th,GEN,23643190,0,
Assam,Gauhati,24-04-2014,Sri Dhiraj Medhi,IND,40,Male,10th,GEN,23640000,0,
Bihar,Banka,24-04-2014,Sanjay Kumar,CPI,50,Male,Post Graduate,GEN,23633247,3,#DE0000
Chhattisgarh,Durg,24-04-2014,Chandra Prakash Mandle,IND,36,Male,Graduate Professional,GEN,23602100,3,
Tamil Nadu,Perambalur,24-04-2014,Rajasekaran -m-,INC,53,Male,Graduate,GEN,23598000,4,#019733
Rajasthan,Chittorgarh,17-04-2014,Dr Girija Vyas,INC,67,Female,Doctorate,GEN,23585480,1,#019733
Andhra Pradesh,Zahirabad,30-04-2014,Dr Suneel Kumar Venigalla,AAP,53,Male,Graduate Professional,GEN,23467855,0,
Uttar Pradesh,Ghosi,12-05-2014,Harinarayan Rajbhar,BJP,73,Male,Literate,GEN,23403964,0,#FB7B0D
Bihar,Valmiki Nagar,12-05-2014,Dharmesh Prasad Verma,AAP,68,Male,12th,GEN,23394000,0,
Tamil Nadu,Virudhunagar,24-04-2014,Mohanraj,JEBAMANI JANATHA,62,Male,Graduate,GEN,23380000,0,
West Bengal,Darjeeling,17-04-2014,Surendrajeet Singh Ahluwalia,BJP,63,Male,Graduate Professional,GEN,23377223,0,#FB7B0D
Uttar Pradesh,Ghazipur,12-05-2014,Manoj Sinha,BJP,55,Male,Graduate,GEN,23376901,0,#FB7B0D
Chhattisgarh,Kanker,17-04-2014,Vikram Usendi,BJP,48,Male,10th,GEN,23376000,0,#FB7B0D
Haryana,Hisar,10-04-2014,Dr Yudhbir Singh Khyalia,AAP,59,Male,Doctorate,GEN,23346340,0,
Uttar Pradesh,Jaunpur,12-05-2014,Drkpyadav,AAP,55,Male,Doctorate,GEN,23260000,3,
National Capital Territory Of Delhi,South Delhi,10-04-2014,Devinder Kumar Sehrawat,AAP,48,Male,Post Graduate,GEN,23237892,0,
Jammu Kashmir,Anantnag,24-04-2014,Tanveer Hussain Khan,IND,35,Male,Graduate Professional,GEN,23200000,0,
Jharkhand,Hazaribagh,17-04-2014,Loknath Mahto,AJSUP,69,Male,12th,GEN,23139387,1,
Tamil Nadu,Cuddalore,24-04-2014,Syed Mohideenag,AAP,65,Male,Graduate,GEN,23090724,0,
Meghalaya,Shillong,09-04-2014,Ivoryna Shylla,IND,65,Female,10th,GEN,23050000,0,
Uttar Pradesh,Kannauj,24-04-2014,Subrat Pathak,BJP,34,Male,Graduate,GEN,23011868,0,#FB7B0D
National Capital Territory Of Delhi,Chandni Chowk,10-04-2014,Hariom Sharma,AITC,49,Male,10th,GEN,23010474,0,#0C6965
Uttar Pradesh,Aligarh,10-04-2014,Rakesh Chandra Rawat,RASHTRIYA SAWARN DAL,61,Male,Post Graduate,GEN,23000000,0,
Uttar Pradesh,Lalganj,12-05-2014,Balihari,INC,63,Male,12th,GEN,22870574,0,#019733
Jharkhand,Ranchi,17-04-2014,Sajiya Haidar,IND,29,Female,12th,GEN,22851217,0,
Maharashtra,Mumbai South Central,24-04-2014,Aditya Rajan Shirodkar,MNS,29,Male,Graduate,GEN,22850061,6,
Karnataka,Bellary,17-04-2014,N Y Hanumantappa,INC,74,Male,Post Graduate,GEN,22848300,0,#019733
Karnataka,Haveri,17-04-2014,Bidaragaddi Vb,IND,75,Male,Graduate,GEN,22810000,0,
Kerala,Pathanamthitta,10-04-2014,Aleyamma Varghese,AITC,61,Female,10th,GEN,22800000,0,#0C6965
West Bengal,Uluberia,30-04-2014,Sultan Ahmed,AITC,58,Male,Graduate,GEN,22792936,0,#0C6965
Andhra Pradesh,Vijayawada,07-05-2014,Bolisetty Hari Babu,IND,55,Male,Illiterate,GEN,22785000,0,
Gujarat,Dahod,30-04-2014,Taviyad Dr Prabhaben Kishorsinh,INC,59,Female,Post Graduate,GEN,22778000,0,#019733
Andhra Pradesh,Secunderabad,30-04-2014,Chaya Ratan Musinipally,AAP,61,Female,Post Graduate,GEN,22724510,0,
Chhattisgarh,Durg,24-04-2014,Sheema Rahangdale,AMBEDKARITE PARTY OF INDIA,28,Female,Graduate,GEN,22714000,0,
Uttar Pradesh,Jalaun,30-04-2014,Ghanshyam Anuragi,SP,41,Male,Graduate Professional,GEN,22697258,1,#B15928
Rajasthan,Sikar,17-04-2014,Pratap Singh Jat,INC,66,Male,Graduate Professional,GEN,22669772,0,#019733
Bihar,Purvi Champaran,12-05-2014,Radha Mohan Singh,BJP,64,Male,Graduate,GEN,22558073,0,#FB7B0D
Rajasthan,Dausa,24-04-2014,Kirodi Lal,NATIONAL PEOPLES PARTY,62,Male,Graduate Professional,GEN,22522693,1,
Tamil Nadu,Arakkonam,24-04-2014,Velu -r,PATTALI MAKKAL KATCHI,73,Male,Doctorate,GEN,22414897,1,
Karnataka,Kolar,17-04-2014,Em Narayanaswamy,BJP,61,Male,Graduate,GEN,22377047,0,#FB7B0D
Andhra Pradesh,Guntur,07-05-2014,Kata Venkata Bhavani Veera Vara Prasad,AAP,44,Male,Post Graduate,GEN,22350000,0,
Bihar,Purnia,24-04-2014,Santosh Kumar,JDU,35,Male,12th,GEN,22316594,3,#8064a2
Karnataka,Shimoga,17-04-2014,Kg Sreedhar,AAP,49,Male,Graduate,GEN,22283800,0,
Andhra Pradesh,Vijayawada,07-05-2014,Ishwarya Lakshmi Chinnam,JAI SAMAIKYANDHRA PARTY,35,Female,Post Graduate,GEN,22247950,0,
Maharashtra,Osmanabad,17-04-2014,Adv Shailendra Rameshwar Yavalkar,SP,30,Male,Graduate Professional,GEN,22243300,0,#B15928
Punjab,Gurdaspur,30-04-2014,Sukhwinder Singh,BSP,56,Male,Graduate,GEN,22213245,0,#77968E
Orissa,Berhampur,10-04-2014,Chandra Sekhar Sahu,INC,63,Male,Graduate Professional,GEN,22114000,0,#019733
Uttar Pradesh,Baghpat,10-04-2014,Ghulam Mohammed,SP,61,Male,Post Graduate,GEN,22108104,0,#B15928
Bihar,Buxar,17-04-2014,Ashwini Kumar Choubey,BJP,61,Male,Graduate,GEN,22094499,0,#FB7B0D
Sikkim,Sikkim,12-04-2014,Nakul Das Rai,AITC,54,Male,Graduate,GEN,22091161,0,#0C6965
West Bengal,Kolkata Uttar,12-05-2014,Sudip Bandyopadhyay,AITC,62,Male,Graduate,GEN,22086278,1,#0C6965
Jharkhand,Godda,24-04-2014,Manraj,BSP,60,Male,Post Graduate,GEN,22084558,0,#77968E
Tamil Nadu,Theni,24-04-2014,Parthipan -r,AIADMK,50,Male,Graduate,GEN,22047681,0,#9DBC2A
Assam,Autonomous District,12-04-2014,Joy Ram Engleng,BJP,54,Male,10th,GEN,22032158,0,#FB7B0D
Karnataka,Haveri,17-04-2014,Ravi Menasinakai,JDS,53,Male,Graduate Professional,GEN,21964323,0,#8064a2
Andhra Pradesh,Visakhapatnam,07-05-2014,Vijayamma Yaduguri Sandinti,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,58,Female,10th,GEN,21939132,0,
Maharashtra,Mumbai North East,24-04-2014,Prof Avinash Dolas,BHARIPA BAHUJAN MAHASANGH,64,Male,Post Graduate,GEN,21912532,0,
Uttar Pradesh,Ballia,12-05-2014,Virendra Kumar Pathak,BSP,58,Male,Graduate Professional,GEN,21763000,0,#77968E
Rajasthan,Bharatpur,24-04-2014,Mahendra Kumar,BSP,46,Male,10th,GEN,21762465,0,#77968E
Kerala,Pathanamthitta,10-04-2014,Sabukutty Joy Sabu Puthuchera,SOCIAL ACTION PARTY,56,Male,Post Graduate,GEN,21739967,1,
Tamil Nadu,Tiruchirappalli,24-04-2014,Mmohandass,IND,62,Male,Graduate,GEN,21687000,0,
Himachal Pradesh,Hamirpur,07-05-2014,Rakesh Choudhary,BSP,38,Male,10th,GEN,21668407,1,#77968E
Kerala,Kannur,10-04-2014,K Sudhakaran,INC,65,Male,Post Graduate,GEN,21659467,2,#019733
Uttar Pradesh,Hamirpur,30-04-2014,Bishambhar Prasad Nishad,SP,51,Male,Post Graduate,GEN,21648071,3,#B15928
Kerala,Kollam,10-04-2014,Advsprahladan,BSP,58,Male,Graduate Professional,GEN,21645000,0,#77968E
Bihar,Vaishali,12-05-2014,Rama Kishore Singh,LJP,51,Male,Graduate,GEN,21610218,4,
Chhattisgarh,Raigarh,24-04-2014,Vishnudev Sai,BJP,50,Male,10th,GEN,21576220,0,#FB7B0D
Uttar Pradesh,Robertsganj,12-05-2014,Bhagwati Prasad Chaudhary,INC,60,Male,Graduate Professional,GEN,21571918,1,#019733
Bihar,Samastipur,30-04-2014,Maheshwar Hazari,JDU,43,Male,Graduate,GEN,21464499,0,#8064a2
Jammu Kashmir,Baramulla,07-05-2014,Abdul Hussain,IND,45,Male,Others,GEN,21441634,0,
Himachal Pradesh,Kangra,07-05-2014,Rajan Sushant,AAP,58,Male,Post Graduate,GEN,21427036,0,
Uttar Pradesh,Nagina,17-04-2014,Sheesh Ram Singh Ravi,PEACE PARTY,62,Male,Graduate,GEN,21393387,0,
Haryana,Ambala,10-04-2014,Kusum Sherwal,INLD,43,Female,Doctorate,GEN,21378240,0,
Maharashtra,Aurangabad,24-04-2014,Dr Feroz Khan Murtuza Khan,IND,44,Male,Doctorate,GEN,21375000,0,
Uttar Pradesh,Varanasi,12-05-2014,Arvind Kejriwal,AAP,45,Male,Graduate Professional,GEN,21366668,7,
Jharkhand,Godda,24-04-2014,Furkan Ansari,INC,63,Male,Graduate,GEN,21332923,1,#019733
Madhya Pradesh,Bhind,17-04-2014,Phoolsingh Baraiya,BAHUJAN SANGHARSHH DAL,51,Male,Graduate Professional,GEN,21329109,0,
Jharkhand,Dhanbad,24-04-2014,Ganpat Mahto,IND,47,Male,12th,GEN,21327928,1,
Uttar Pradesh,Phulpur,07-05-2014,Dharm Raj Singh Patel,SP,55,Male,Post Graduate,GEN,21306885,2,#B15928
Haryana,Sonipat,10-04-2014,Suman Singh,BSP,65,Male,10th,GEN,21283460,0,#77968E
Madhya Pradesh,Bhind,17-04-2014,Bhagirath Prasad,BJP,66,Male,Doctorate,GEN,21240286,0,#FB7B0D
Bihar,Patna Sahib,17-04-2014,Nand Kishore Singh,IND,57,Male,Graduate Professional,GEN,21239370,0,
Tamil Nadu,Erode,24-04-2014,Gunasekaran Tk,UNITED COMMUNIST PARTY OF INDIA,52,Male,10th,GEN,21195000,0,
Uttar Pradesh,Nagina,17-04-2014,Vinod Kumar Tejyan,BAHUJAN MUKTI PARTY,44,Male,Post Graduate,GEN,21180272,2,
Uttar Pradesh,Ballia,12-05-2014,Bharat Singh,BJP,62,Male,Graduate,GEN,21130089,3,#FB7B0D
Uttar Pradesh,Mohanlalganj,30-04-2014,Kaushal Kishore,BJP,53,Male,Graduate,GEN,21128221,2,#FB7B0D
Assam,Kokrajhar,24-04-2014,Sansuma Khunggur Bwiswmuthiary,IND,53,Male,Graduate,GEN,21117979,0,
Kerala,Alappuzha,10-04-2014,Mohanan D,AAP,59,Male,Post Graduate,GEN,21114000,0,
Chhattisgarh,Rajnandgaon,17-04-2014,Kamleshwar Verma,INC,53,Male,Graduate,GEN,21111998,1,#019733
Maharashtra,Buldhana,10-04-2014,Chinchole Gangaram Kaluji,IND,71,Male,12th,GEN,21065000,0,
National Capital Territory Of Delhi,New Delhi,10-04-2014,Ghanshyam Dass,IND,57,Male,10th,GEN,21043000,0,
Bihar,Begusarai,30-04-2014,Sunil Kumar,AAP,56,Male,Post Graduate,GEN,21040706,0,
Andhra Pradesh,Rajahmundry,07-05-2014,Meda Srinivas,RASHTRIYA PRAJA CONGRESS SECULAR,44,Male,Graduate Professional,GEN,21005000,4,
Chhattisgarh,Durg,24-04-2014,Tamradwaj Sahu,INC,65,Male,12th,GEN,21002226,0,#019733
Karnataka,Chamarajanagar,17-04-2014,Sampath Kumar,AAP,43,Male,Graduate Professional,GEN,20951240,0,
Andhra Pradesh,Ongole,07-05-2014,Dama Mohan Rao,IND,58,Male,8th,GEN,20896812,0,
Chhattisgarh,Mahasamund,17-04-2014,Chandu Lal Sahu Chandu Bhaiya So Late Puneen Ram,BJP,54,Male,Graduate Professional,GEN,20879652,0,#FB7B0D
Maharashtra,Palghar,24-04-2014,Baliram Sukur Jadhav,BAHUJAN VIKAS AAGHADI,57,Male,8th,GEN,20841211,1,
Uttar Pradesh,Agra,24-04-2014,Prem Singh,BAHUJAN MUKTI PARTY,61,Male,10th,GEN,20815800,0,
Uttar Pradesh,Kairana,10-04-2014,Sunil Kumar Kasana,AAP,46,Male,12th,GEN,20795589,0,
Rajasthan,Jaipur Rural,17-04-2014,Shayam Singh Rathore,LOK SHAKTI,65,Male,Others,GEN,20778000,0,
Bihar,Purvi Champaran,12-05-2014,Raghunath Gupta,SP,64,Male,12th,GEN,20700955,0,#B15928
